,2,,.,,CU32MPMEDPT-10,,KG,298.755,493.00,"147,286.22",,,,,PI000625,298.755,01-05-2015,,PA000611,,298.755,,,,01-05-2015,,SH000628,298.755,,,01-05-2015,,,,,,,SI000621,,298.755,,,,01-05-2015,,,,,,,,,,,,,
,3,,.,,CU32MPMEDPT-10,,KG,298.755,493.00,"147,286.22",,,,,PI000625,298.755,01-05-2015,,PA000611,,298.755,,,,01-05-2015,,SH000628,298.755,,,01-05-2015,,,,,,,SI001294,,298.755,,,,30-05-2015,,,,,,,,,,,,,
,4,,.,,CU34SSMEDPT-10,,KG,420.28,512.14,"215,242.20",,,,,PI000625,420.28,01-05-2015,,PA000611,,420.28,,,,01-05-2015,,SH000628,420.28,,,01-05-2015,,,,,,,SI000621,,420.28,,,,01-05-2015,,,,,,,,,,,,,
,5,,.,,CU34SSMEDPT-10,,KG,420.28,512.14,"215,242.20",,,,,PI000625,420.28,01-05-2015,,PA000611,,420.28,,,,01-05-2015,,SH000628,420.28,,,01-05-2015,,,,,,,SI000683,,420.28,,,,04-05-2015,,,,,,,,,,,,,
,,Customer Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Orient Electric,,,,,Order No.,SO000310,,,,,,,,Mode,,,APPROVED,,,,,,External Document No.,,,,,null,,,,,,,Warehouse,,,,FG - SCRAP - CWW - JW - ORIENT,,,,,,,,,,,,
,,Customer Address,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"11 INDUSTERIAL ESTATE
SECTOR-6
City - FARIDABAD 
District - FARIDABAD 
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Order Date,,01-05-2015,,,,,,,Status,,CLOSE,,,,,,,External Document Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. No.,,,,Item Description,,,Unit,Qty,Price,Order Value,,,,Pick,,,,Pack,,,,,,,,Shipment,,,,,,Intimation,,,,,Invoice,,,,,,,,,,RMA,,,,,,,,,,
,,,,,,,,,,,,,,Pick No.,,Qty,Date,Pack No.,,,Qty,,,Date,,Ship No.,,Qty,,Date,,Intm No.,,,Qty,Date,Invoice No.,,,Qty,,,Date,,,,RMA No.,,,,Qty,,,Date,,,
,1,,.,,COPPER SCRAP,,KG,90,1.00,90.00,,,,,PI000640,90,01-05-2015,,PA000625,,90,,,,01-05-2015,,SH000641,90,,,01-05-2015,,,,,,,SI000634,,90,,,,01-05-2015,,,,,,,,,,,,,
,,Customer Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,LUMINOUS POWER TECHNOLOGIES P ,,,,,Order No.,SO000314,,,,,,,,Mode,,,APPROVED,,,,,,External Document No.,,,,,null,,,,,,,Warehouse,,,,FINISHED GOODS - SEA,,,,,,,,,,,,
,,Customer Address,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Village Malpur,
Tehsil Nalagarh

City - BADDI 
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Order Date,,01-05-2015,,,,,,,Status,,CLOSE,,,,,,,External Document Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. No.,,,,Item Description,,,Unit,Qty,Price,Order Value,,,,Pick,,,,Pack,,,,,,,,Shipment,,,,,,Intimation,,,,,Invoice,,,,,,,,,,RMA,,,,,,,,,,
,,,,,,,,,,,,,,Pick No.,,Qty,Date,Pack No.,,,Qty,,,Date,,Ship No.,,Qty,,Date,,Intm No.,,,Qty,Date,Invoice No.,,,Qty,,,Date,,,,RMA No.,,,,Qty,,,Date,,,
,1,,.,,AL18.5MPMEDPT-25,,KG,113.925,230.50,"26,259.71",,,,,PI000644,113.925,01-05-2015,,PA000629,,113.925,,,,01-05-2015,,SH000646,113.925,,,01-05-2015,,,,,,,SI000639,,113.925,,,,01-05-2015,,,,,,,,,,,,,
,2,,.,,AL19.5MPMEDPT-25,,KG,289.68,230.50,"66,771.24",,,,,PI000644,289.68,01-05-2015,,PA000629,,289.68,,,,01-05-2015,,SH000646,289.68,,,01-05-2015,,,,,,,SI000639,,289.68,,,,01-05-2015,,,,,,,,,,,,,
,3,,.,,AL19MPMEDPT-25,,KG,565.925,230.50,"130,445.71",,,,,PI000644,565.925,01-05-2015,,PA000629,,565.925,,,,01-05-2015,,SH000646,565.925,,,01-05-2015,,,,,,,SI000639,,565.925,,,,01-05-2015,,,,,,,,,,,,,
,4,,.,,AL23MPMEDPT-25,,KG,103.54,235.50,"24,383.67",,,,,PI000644,103.54,01-05-2015,,PA000629,,103.54,,,,01-05-2015,,SH000646,103.54,,,01-05-2015,,,,,,,SI000639,,103.54,,,,01-05-2015,,,,,,,,,,,,,
,,Customer Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,DixonTechnologies (India) P.Ltd.(DUNIII),,,,,Order No.,SO000315,,,,,,,,Mode,,,APPROVED,,,,,,External Document No.,,,,,000300,,,,,,,Warehouse,,,,FINISHED GOODS - SEC,,,,,,,,,,,,
,,Customer Address,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Khasara No-1050 
Central Hope Town,
City - Selaqui 
District - DEHRADUN 
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Order Date,,02-05-2015,,,,,,,Status,,CLOSE,,,,,,,External Document Date,,,,2015-04-30 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,
S. No.,,,,Item Description,,,Unit,Qty,Price,Order Value,,,,Pick,,,,Pack,,,,,,,,Shipment,,,,,,Intimation,,,,,Invoice,,,,,,,,,,RMA,,,,,,,,,,
,,,,,,,,,,,,,,Pick No.,,Qty,Date,Pack No.,,,Qty,,,Date,,Ship No.,,Qty,,Date,,Intm No.,,,Qty,Date,Invoice No.,,,Qty,,,Date,,,,RMA No.,,,,Qty,,,Date,,,
,1,,.,,CU0.1*4SSFINEPT-10,,KG,500,691.14,"345,570.00",,,,,PI000987,43.225,16-05-2015,,PA000969,,43.225,,,,16-05-2015,,SH000998,43.225,,,16-05-2015,,,,,,,SI000984,,43.225,,,,16-05-2015,,,,,,,,,,,,,
,2,,.,,CU0.1*4SSFINEPT-10,,KG,500,691.14,"345,570.00",,,,,PI000782,61.515,07-05-2015,,PA000766,,61.515,,,,07-05-2015,,SH000787,61.515,,,07-05-2015,,,,,,,SI000782,,61.515,,,,07-05-2015,,,,,,,,,,,,,
,3,,.,,CU0.1*4SSFINEPT-10,,KG,500,691.14,"345,570.00",,,,,PI000665,384.175,02-05-2015,,PA000650,,384.175,,,,02-05-2015,,SH000669,384.175,,,02-05-2015,,,,,,,SI000661,,384.175,,,,02-05-2015,,,,,,,,,,,,,
,4,,.,,CU0.22SSFINEPT-10,,KG,1000,508.14,"508,140.00",,,,,PI000908,54.715,13-05-2015,,PA000890,,54.715,,,,13-05-2015,,SH000916,54.715,,,13-05-2015,,,,,,,SI000903,,54.715,,,,13-05-2015,,,,,,,,,,,,,
,5,,.,,CU0.22SSFINEPT-10,,KG,1000,508.14,"508,140.00",,,,,PI000782,246.245,07-05-2015,,PA000766,,246.245,,,,07-05-2015,,SH000787,246.245,,,07-05-2015,,,,,,,SI000782,,246.245,,,,07-05-2015,,,,,,,,,,,,,
,6,,.,,CU0.22SSFINEPT-10,,KG,1000,508.14,"508,140.00",,,,,PI000695,298.51,04-05-2015,,PA000680,,298.51,,,,04-05-2015,,SH000699,298.51,,,04-05-2015,,,,,,,SI000694,,298.51,,,,04-05-2015,,,,,,,,,,,,,
,7,,.,,CU0.22SSFINEPT-10,,KG,1000,508.14,"508,140.00",,,,,PI000665,398.025,02-05-2015,,PA000650,,398.025,,,,02-05-2015,,SH000669,398.025,,,02-05-2015,,,,,,,SI000661,,398.025,,,,02-05-2015,,,,,,,,,,,,,
,8,,.,,CU0.2SSFINEPT-10,,KG,500,512.14,"256,070.00",,,,,PI000782,110.87,07-05-2015,,PA000766,,110.87,,,,07-05-2015,,SH000787,110.87,,,07-05-2015,,,,,,,SI000782,,110.87,,,,07-05-2015,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1 of,,,,,, 62,,
,"29-Jun-2015 , 12.55 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G.K. WINDING WIRES LTD,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sales Order Tracking,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,From,,,,,,,To,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-05-2015,,,,,,,31-05-2015
,,Customer Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,DixonTechnologies (India) P.Ltd.(DUNIII),,,,,Order No.,SO000315,,,,,,,,Mode,,,APPROVED,,,,,,External Document No.,,,,,000300,,,,,,,Warehouse,,,,FINISHED GOODS - SEC,,,,,,,,,,,,
,,Customer Address,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Khasara No-1050 
Central Hope Town,
City - Selaqui 
District - DEHRADUN 
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Order Date,,02-05-2015,,,,,,,Status,,CLOSE,,,,,,,External Document Date,,,,2015-04-30 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,
S. No.,,,,Item Description,,,Unit,Qty,Price,Order Value,,,,Pick,,,,Pack,,,,,,,,Shipment,,,,,,Intimation,,,,,Invoice,,,,,,,,,,RMA,,,,,,,,,,
,,,,,,,,,,,,,,Pick No.,,Qty,Date,Pack No.,,,Qty,,,Date,,Ship No.,,Qty,,Date,,Intm No.,,,Qty,Date,Invoice No.,,,Qty,,,Date,,,,RMA No.,,,,Qty,,,Date,,,
,9,,.,,CU0.2SSFINEPT-10,,KG,500,512.14,"256,070.00",,,,,PI000665,385.53,02-05-2015,,PA000650,,385.53,,,,02-05-2015,,SH000669,385.53,,,02-05-2015,,,,,,,SI000661,,385.53,,,,02-05-2015,,,,,,,,,,,,,
,,Customer Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,LUMINOUS POWER TECHNOLOGIES P ,,,,,Order No.,SO000316,,,,,,,,Mode,,,APPROVED,,,,,,External Document No.,,,,,22284,,,,,,,Warehouse,,,,FINISHED GOODS - SEA,,,,,,,,,,,,
,,Customer Address,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Village Malpur,
Tehsil Nalagarh

City - BADDI 
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Order Date,,02-05-2015,,,,,,,Status,,CLOSE,,,,,,,External Document Date,,,,2015-04-27 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,
S. No.,,,,Item Description,,,Unit,Qty,Price,Order Value,,,,Pick,,,,Pack,,,,,,,,Shipment,,,,,,Intimation,,,,,Invoice,,,,,,,,,,RMA,,,,,,,,,,
,,,,,,,,,,,,,,Pick No.,,Qty,Date,Pack No.,,,Qty,,,Date,,Ship No.,,Qty,,Date,,Intm No.,,,Qty,Date,Invoice No.,,,Qty,,,Date,,,,RMA No.,,,,Qty,,,Date,,,
,1,,.,,AL16.5MPMEDM-266,,KG,900,230.50,"207,450.00",,,,,PI000834,300.69,10-05-2015,,PA000818,,300.69,,,,10-05-2015,,SH000841,300.69,,,10-05-2015,,,,,,,SI000832,,300.69,,,,10-05-2015,,,,,,,,,,,,,
,2,,.,,AL17MPMEDM-266,,KG,300,230.50,"69,150.00",,,,,PI000994,48.555,17-05-2015,,PA000976,,48.555,,,,17-05-2015,,SH001005,48.555,,,17-05-2015,,,,,,,SI000989,,48.555,,,,17-05-2015,,,,,,,,,,,,,
,3,,.,,AL17MPMEDM-266,,KG,300,230.50,"69,150.00",,,,,PI000834,212.775,10-05-2015,,PA000818,,212.775,,,,10-05-2015,,SH000841,212.775,,,10-05-2015,,,,,,,SI000832,,212.775,,,,10-05-2015,,,,,,,,,,,,,
,4,,.,,AL18.5MPMEDPT-25,,KG,1400,230.50,"322,700.00",,,,,PI001441,364.335,07-06-2015,,PA001422,,364.335,,,,07-06-2015,,SH001450,364.335,,,07-06-2015,,,,,,,SI001466,,364.335,,,,07-06-2015,,,,,,,,,,,,,
,5,,.,,AL18.5MPMEDPT-25,,KG,1400,230.50,"322,700.00",,,,,PI000994,888.325,17-05-2015,,PA000976,,888.325,,,,17-05-2015,,SH001005,888.325,,,17-05-2015,,,,,,,SI000989,,888.325,,,,17-05-2015,,,,,,,,,,,,,
,6,,.,,AL19.5MPMEDPT-25,,KG,700,230.50,"161,350.00",,,,,PI001372,159.245,04-06-2015,,PA001353,,159.245,,,,04-06-2015,,SH001381,159.245,,,04-06-2015,,,,,,,SI001392,,159.245,,,,04-06-2015,,,,,,,,,,,,,
,7,,.,,AL19.5MPMEDPT-25,,KG,700,230.50,"161,350.00",,,,,PI001441,319.24,07-06-2015,,PA001422,,319.24,,,,07-06-2015,,SH001450,319.24,,,07-06-2015,,,,,,,SI001466,,319.24,,,,07-06-2015,,,,,,,,,,,,,
,8,,.,,AL19MPMEDPT-25,,KG,1200,230.50,"276,600.00",,,,,PI000994,640.335,17-05-2015,,PA000976,,640.335,,,,17-05-2015,,SH001005,640.335,,,17-05-2015,,,,,,,SI000989,,640.335,,,,17-05-2015,,,,,,,,,,,,,
,9,,.,,AL21.5MPMEDPT-25,,KG,1500,233.50,"350,250.00",,,,,PI000994,1496.68,17-05-2015,,PA000976,,1496.68,,,,17-05-2015,,SH001005,1496.68,,,17-05-2015,,,,,,,SI000989,,1496.68,,,,17-05-2015,,,,,,,,,,,,,
,10,,.,,AL21MPMEDPT-25,,KG,1800,232.50,"418,500.00",,,,,PI001134,449.4,24-05-2015,,PA001116,,449.4,,,,24-05-2015,,SH001145,449.4,,,24-05-2015,,,,,,,SI001142,,449.4,,,,24-05-2015,,,,,,,,,,,,,
,11,,.,,AL21MPMEDPT-25,,KG,1800,232.50,"418,500.00",,,,,PI000834,1797.28,10-05-2015,,PA000818,,1797.28,,,,10-05-2015,,SH000841,1797.28,,,10-05-2015,,,,,,,SI000832,,1797.28,,,,10-05-2015,,,,,,,,,,,,,
,12,,.,,AL22MPMEDPT-25,,KG,800,233.50,"186,800.00",,,,,PI001044,396.05,19-05-2015,,PA001026,,396.05,,,,19-05-2015,,SH001055,396.05,,,19-05-2015,,,,,,,SI001047,,396.05,,,,19-05-2015,,,,,,,,,,,,,
,13,,.,,AL22MPMEDPT-25,,KG,800,233.50,"186,800.00",,,,,PI000994,421.93,17-05-2015,,PA000976,,421.93,,,,17-05-2015,,SH001005,421.93,,,17-05-2015,,,,,,,SI000989,,421.93,,,,17-05-2015,,,,,,,,,,,,,
,14,,.,,AL23MPMEDPT-25,,KG,500,235.50,"117,750.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Customer Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,A K ELECTRICAL WORKS,,,,,Order No.,SO000317,,,,,,,,Mode,,,APPROVED,,,,,,External Document No.,,,,,null,,,,,,,Warehouse,,,,FINISHED GOODS - SEC,,,,,,,,,,,,
,,Customer Address,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"G-3 SITE IV UPSIDC 
INDL AREA KASNA
City - GREATER NOIDA 
District - GREATER NOIDA  
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Order Date,,02-05-2015,,,,,,,Status,,CLOSE,,,,,,,External Document Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. No.,,,,Item Description,,,Unit,Qty,Price,Order Value,,,,Pick,,,,Pack,,,,,,,,Shipment,,,,,,Intimation,,,,,Invoice,,,,,,,,,,RMA,,,,,,,,,,
,,,,,,,,,,,,,,Pick No.,,Qty,Date,Pack No.,,,Qty,,,Date,,Ship No.,,Qty,,Date,,Intm No.,,,Qty,Date,Invoice No.,,,Qty,,,Date,,,,RMA No.,,,,Qty,,,Date,,,
,1,,.,,CWWFACTORY2ND,,KG,1.105,463.14,511.77,,,,,PI000647,1.105,02-05-2015,,PA000632,,1.105,,,,02-05-2015,,SH000650,1.105,,,02-05-2015,,,,,,,SI000642,,1.105,,,,02-05-2015,,,,,,,,,,,,,
,,Customer Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ONKAR ENGINE & GEN (P) LTD,,,,,Order No.,SO000318,,,,,,,,Mode,,,APPROVED,,,,,,External Document No.,,,,,null,,,,,,,Warehouse,,,,FINISHED GOODS - SEC,,,,,,,,,,,,
,,Customer Address,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"D-255, SEC.63
City - NOIDA 
District - GUTAM BUDH NAGAR 
State - UTTAR PARDESH 
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Order Date,,02-05-2015,,,,,,,Status,,OPEN,,,,,,,External Document Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. No.,,,,Item Description,,,Unit,Qty,Price,Order Value,,,,Pick,,,,Pack,,,,,,,,Shipment,,,,,,Intimation,,,,,Invoice,,,,,,,,,,RMA,,,,,,,,,,
,,,,,,,,,,,,,,Pick No.,,Qty,Date,Pack No.,,,Qty,,,Date,,Ship No.,,Qty,,Date,,Intm No.,,,Qty,Date,Invoice No.,,,Qty,,,Date,,,,RMA No.,,,,Qty,,,Date,,,
,1,,.,,CU29MPFINEPT25,,KG,637.875,461.03,"294,079.51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,,.,,CU32MPFINEPT-10,,KG,722.79,462.03,"333,950.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Customer Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,N.J.ELECTRONICS,,,,,Order No.,SO000319,,,,,,,,Mode,,,APPROVED,,,,,,External Document No.,,,,,null,,,,,,,Warehouse,,,,FINISHED GOODS - SEC,,,,,,,,,,,,
,,Customer Address,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"B-18, 
Ist. Floor,
Sector-7,

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Order Date,,02-05-2015,,,,,,,Status,,CLOSE,,,,,,,External Document Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. No.,,,,Item Description,,,Unit,Qty,Price,Order Value,,,,Pick,,,,Pack,,,,,,,,Shipment,,,,,,Intimation,,,,,Invoice,,,,,,,,,,RMA,,,,,,,,,,
,,,,,,,,,,,,,,Pick No.,,Qty,Date,Pack No.,,,Qty,,,Date,,Ship No.,,Qty,,Date,,Intm No.,,,Qty,Date,Invoice No.,,,Qty,,,Date,,,,RMA No.,,,,Qty,,,Date,,,
,1,,.,,CU32SSMEDPT-10,,KG,600,510.14,"306,084.00",,,,,PI000960,199.365,15-05-2015,,PA000942,,199.365,,,,15-05-2015,,SH000971,199.365,,,15-05-2015,,,,,,,SI000957,,199.365,,,,15-05-2015,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2 of,,,,,, 62,,
,"29-Jun-2015 , 12.55 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G.K. WINDING WIRES LTD,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sales Order Tracking,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,From,,,,,,,To,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-05-2015,,,,,,,31-05-2015
,,Customer Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,N.J.ELECTRONICS,,,,,Order No.,SO000319,,,,,,,,Mode,,,APPROVED,,,,,,External Document No.,,,,,null,,,,,,,Warehouse,,,,FINISHED GOODS - SEC,,,,,,,,,,,,
,,Customer Address,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"B-18, 
Ist. Floor,
Sector-7,

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Order Date,,02-05-2015,,,,,,,Status,,CLOSE,,,,,,,External Document Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. No.,,,,Item Description,,,Unit,Qty,Price,Order Value,,,,Pick,,,,Pack,,,,,,,,Shipment,,,,,,Intimation,,,,,Invoice,,,,,,,,,,RMA,,,,,,,,,,
,,,,,,,,,,,,,,Pick No.,,Qty,Date,Pack No.,,,Qty,,,Date,,Ship No.,,Qty,,Date,,Intm No.,,,Qty,Date,Invoice No.,,,Qty,,,Date,,,,RMA No.,,,,Qty,,,Date,,,
,2,,.,,CU32SSMEDPT-10,,KG,600,510.14,"306,084.00",,,,,PI000689,211.42,04-05-2015,,PA000674,,211.42,,,,04-05-2015,,SH000693,211.42,,,04-05-2015,,,,,,,SI000688,,211.42,,,,04-05-2015,,,,,,,,,,,,,
,3,,.,,CU32SSMEDPT-10,,KG,600,510.14,"306,084.00",,,,,PI001010,217.65,18-05-2015,,PA000992,,217.65,,,,18-05-2015,,SH001021,217.65,,,18-05-2015,,,,,,,SI001011,,217.65,,,,18-05-2015,,,,,,,,,,,,,
,4,,.,,CU35SSMEDPT-10,,KG,1000,515.14,"515,140.00",,,,,PI001010,85.175,18-05-2015,,PA000992,,85.175,,,,18-05-2015,,SH001021,85.175,,,18-05-2015,,,,,,,SI001011,,85.175,,,,18-05-2015,,,,,,,,,,,,,
,5,,.,,CU35SSMEDPT-10,,KG,1000,515.14,"515,140.00",,,,,PI000661,88.435,02-05-2015,,PA000646,,88.435,,,,02-05-2015,,SH000665,88.435,,,02-05-2015,,,,,,,SI000657,,88.435,,,,02-05-2015,,,,,,,,,,,,,
,6,,.,,CU35SSMEDPT-10,,KG,1000,515.14,"515,140.00",,,,,PI000689,213.81,04-05-2015,,PA000674,,213.81,,,,04-05-2015,,SH000693,213.81,,,04-05-2015,,,,,,,SI000688,,213.81,,,,04-05-2015,,,,,,,,,,,,,
