,RCPT0000000045,,08/01/2015,,FOR SALES,,,REQUIREMENT AREA,,,,,,,,,2100.00,,,
,RCPT0000000046,,08/01/2015,,FOR SALES,,,REQUIREMENT AREA,,,,,,,,,10000.00,,,
,RCPT0000000047,,08/01/2015,,FOR SALES,,,REQUIREMENT AREA,,,,,,,,,10000.00,,,
,RCPT0000000048,,07/01/2015,,S.K Jain,,,CUSTOMER,,,,,,,,,0.00,,,
,RCPT0000000049,,07/01/2015,,S.K Jain,,,CUSTOMER,,,,,,,,,0.00,,,
,RCPT0000000049,,04/01/2015,,,,,,,,,,,,,,0.00,,,
,RCPT0000000050,,07/01/2015,,S.K Jain,,,CUSTOMER,,,,,,,,,0.00,,,
,RCPT0000000051,,07/01/2015,,S.K Jain,,,CUSTOMER,,,,,,,,,0.00,,,
,RCPT0000000052,,07/01/2015,,S.K Jain,,,CUSTOMER,,,,,,,,,0.00,,,
,RCPT0000000053,,07/01/2015,,S.K Jain,,,CUSTOMER,,,,,,,,,0.00,,,
,RCPT0000000054,,12/01/2015,,S.K Jain,,,CUSTOMER,,,,,,,,,0.00,,,
,RCPT0000000055,,12/01/2015,,Navigant Consulting,,,SUPPLIER,,,,,,,,,0.00,,,
,RCPT0000000055,,12/01/2015,,Navigant Consulting,,,SUPPLIER,,,,,,,,,0.00,,,
,RCPT0000000056,,12/01/2015,,Navigant Consulting,,,SUPPLIER,,,,,,,,,0.00,,,
,RCPT0000000056,,12/01/2015,,Navigant Consulting,,,SUPPLIER,,,,,,,,,0.00,,,
,RCPT0000000056,,12/01/2015,,Navigant Consulting,,,SUPPLIER,,,,,,,,,0.00,,,
,RCPT0000000056,,12/01/2015,,Navigant Consulting,,,SUPPLIER,,,,,,,,,0.00,,,
,RCPT0000000057,,12/01/2015,,Navigant Consulting,,,SUPPLIER,,,,,,,,,0.00,,,
,RCPT0000000057,,12/01/2015,,Navigant Consulting,,,SUPPLIER,,,,,,,,,0.00,,,
,RCPT0000000059,,13/01/2015,,PRODUCTION DEPT,,,REQUIREMENT AREA,,,,,,,,,50.00,,,
,RCPT0000000060,,13/01/2015,,PRODUCTION DEPT,,,REQUIREMENT AREA,,,,,,,,,39.64,,,
"23-Apr-2015 , 10.34 AM",,,,,,,,,,,,,,,,Page 3 of,,,, 17
,,,,,,ACME INDUSTRIES LTD.,,,,,,,,,,,,,,
,,,,,,,,,,,Receipt Register,,,,,,,,,
,,,,,,,,,,,,,,,01-01-2015,,,,20-04-2015,
Organisation : ACME INDUSTRIES LTD.,,,,,,,,,,,,,,Period :,,,,To,,
Receipt No,,Date,,Party Name,,,Type,,Delivery Note No,,,Date,,,,Total Value,,,,
,RCPT0000000061,,13/01/2015,,PRODUCTION DEPT,,,REQUIREMENT AREA,,,,,,,,,0.76,,,
,RCPT0000000062,,13/01/2015,,,,,,,,,,,,,,0.00,,,
,RCPT0000000063,,13/01/2015,,Navigant Consulting,,,SUPPLIER,,,,,,,,,1746.08,,,
,RCPT0000000063,,13/01/2015,,Navigant Consulting,,,SUPPLIER,,,,,,,,,1400.00,,,
,RCPT0000000064,,14/01/2015,,S.K Jain,,,CUSTOMER,,,,,,,,,0.00,,,
,RCPT0000000065,,14/01/2015,,S.K Jain,,,CUSTOMER,,,,,,,,,0.00,,,
,RCPT0000000066,,14/01/2015,,,,,,,,,,,,,,0.00,,,
,RCPT0000000067,,15/01/2015,,,,,,,,,,,,,,0.00,,,
,RCPT0000000068,,16/01/2015,,Navigant Consulting,,,SUPPLIER,,,,,,,,,873.04,,,
,RCPT0000000068,,16/01/2015,,Navigant Consulting,,,SUPPLIER,,,,,,,,,700.00,,,
,RCPT0000000069,,16/01/2015,,Navigant Consulting,,,SUPPLIER,,,,,,,,,7865.20,,,
,RCPT0000000069,,16/01/2015,,Navigant Consulting,,,SUPPLIER,,,,,,,,,0.00,,,
,RCPT0000000070,,19/01/2015,,FOR SALES,,,REQUIREMENT AREA,,,,,,,,,7000.00,,,
,RCPT0000000071,,19/01/2015,,FOR SALES,,,REQUIREMENT AREA,,,,,,,,,40000.00,,,
,RCPT0000000072,,20/01/2015,,FOR SALES,,,REQUIREMENT AREA,,,,,,,,,4500.00,,,
,RCPT0000000073,,23/01/2015,,PRODUCTION DEPT,,,REQUIREMENT AREA,,,,,,,,,300.00,,,
,RCPT0000000073,,23/01/2015,,PRODUCTION DEPT,,,REQUIREMENT AREA,,,,,,,,,100.00,,,
,RCPT0000000074,,23/01/2015,,,,,,,,,,,,,,48.00,,,
,RCPT0000000075,,23/01/2015,,FOR SALES,,,REQUIREMENT AREA,,,,,,,,,10000.00,,,
,RCPT0000000075,,23/01/2015,,FOR SALES,,,REQUIREMENT AREA,,,,,,,,,18200.00,,,
,RCPT0000000076,,27/01/2015,,,,,,,,,,,,,,24.00,,,
,RCPT0000000077,,27/01/2015,,PRODUCTION DEPT,,,REQUIREMENT AREA,,,,,,,,,100.00,,,
,RCPT0000000077,,27/01/2015,,PRODUCTION DEPT,,,REQUIREMENT AREA,,,,,,,,,120.00,,,
,RCPT0000000078,,28/01/2015,,PRODUCTION DEPT,,,REQUIREMENT AREA,,,,,,,,,138.00,,,
,RCPT0000000078,,28/01/2015,,PRODUCTION DEPT,,,REQUIREMENT AREA,,,,,,,,,194.00,,,
,RCPT0000000078,,28/01/2015,,PRODUCTION DEPT,,,REQUIREMENT AREA,,,,,,,,,76000.00,,,
,RCPT0000000079,,28/01/2015,,PRODUCTION DEPT,,,REQUIREMENT AREA,,,,,,,,,97.00,,,
,RCPT0000000079,,28/01/2015,,PRODUCTION DEPT,,,REQUIREMENT AREA,,,,,,,,,138.00,,,
,RCPT0000000079,,28/01/2015,,PRODUCTION DEPT,,,REQUIREMENT AREA,,,,,,,,,72.00,,,
,RCPT0000000079,,28/01/2015,,PRODUCTION DEPT,,,REQUIREMENT AREA,,,,,,,,,48.00,,,
,RCPT0000000080,,28/01/2015,,IT DEPARTMENT,,,REQUIREMENT AREA,,,,,,,,,50.00,,,
,RCPT0000000081,,28/01/2015,,,,,,,,,,,,,,0.00,,,
,RCPT0000000082,,28/01/2015,,,,,,,,,,,,,,0.00,,,
"23-Apr-2015 , 10.34 AM",,,,,,,,,,,,,,,,Page 4 of,,,, 17
,,,,,,ACME INDUSTRIES LTD.,,,,,,,,,,,,,,
,,,,,,,,,,,Receipt Register,,,,,,,,,
,,,,,,,,,,,,,,,01-01-2015,,,,20-04-2015,
Organisation : ACME INDUSTRIES LTD.,,,,,,,,,,,,,,Period :,,,,To,,
Receipt No,,Date,,Party Name,,,Type,,Delivery Note No,,,Date,,,,Total Value,,,,
,RCPT0000000083,,28/01/2015,,PRODUCTION DEPT,,,REQUIREMENT AREA,,,,,,,,,200.00,,,
,RCPT0000000083,,28/01/2015,,PRODUCTION DEPT,,,REQUIREMENT AREA,,,,,,,,,10000.00,,,
,RCPT0000000083,,28/01/2015,,PRODUCTION DEPT,,,REQUIREMENT AREA,,,,,,,,,15000.00,,,
,RCPT0000000083,,28/01/2015,,PRODUCTION DEPT,,,REQUIREMENT AREA,,,,,,,,,200.00,,,
,RCPT0000000084,,28/01/2015,,,,,,,,,,,,,,6.08,,,
,RCPT0000000085,,28/01/2015,,,,,,,,,,,,,,0.00,,,
,RCPT0000000086,,28/01/2015,,,,,,,,,,,,,,0.00,,,
,RCPT0000000087,,29/01/2015,,FOR SALES,,,REQUIREMENT AREA,,,,,,,,,2400.00,,,
,RCPT0000000088,,29/01/2015,,PRODUCTION DEPT,,,REQUIREMENT AREA,,,,,,,,,50.00,,,
,RCPT0000000088,,29/01/2015,,PRODUCTION DEPT,,,REQUIREMENT AREA,,,,,,,,,140.00,,,
,RCPT0000000089,,29/01/2015,,,,,,,,,,,,,,34.00,,,
,RCPT0000000090,,29/01/2015,,007 BOND,,,SUPPLIER,,,,,29/01/2015,,,,1000.00,,,
,RCPT0000000091,,29/01/2015,,PRODUCTION DEPT,,,REQUIREMENT AREA,,,,,,,,,100.00,,,
,RCPT0000000091,,29/01/2015,,PRODUCTION DEPT,,,REQUIREMENT AREA,,,,,,,,,140.00,,,
,RCPT0000000091,,29/01/2015,,PRODUCTION DEPT,,,REQUIREMENT AREA,,,,,,,,,48.00,,,
,RCPT0000000092,,29/01/2015,,FOR SALES,,,REQUIREMENT AREA,,,,,,,,,76000000.00,,,
,RCPT0000000093,,29/01/2015,,Navigant Consulting,,,SUPPLIER,,,,,,,,,61236.00,,,
,RCPT0000000094,,30/01/2015,,FOR SALES,,,REQUIREMENT AREA,,,,,,,,,400.00,,,
,RCPT0000000095,,30/01/2015,,,,,,,,,,,,,,0.00,,,
,RCPT0000000096,,30/01/2015,,Navigant Consulting,,,SUPPLIER,,,,,,,,,42000.00,,,
,RCPT0000000097,,30/01/2015,,,,,,,,,,,,,,0.00,,,
,RCPT0000000097,,30/01/2015,,,,,,,,,,,,,,0.00,,,
,RCPT0000000098,,30/01/2015,,,,,,,,,,,,,,0.00,,,
,RCPT0000000099,,30/01/2015,,FOR SALES,,,REQUIREMENT AREA,,,,,,,,,3500.00,,,
,RCPT0000000100,,30/01/2015,,,,,,,,,,,,,,0.00,,,
,RCPT0000000101,,31/01/2015,,FOR SALES,,,REQUIREMENT AREA,,,,,,,,,10000.00,,,
,RCPT0000000102,,31/01/2015,,FOR SALES,,,REQUIREMENT AREA,,,,,,,,,0.12,,,
,RCPT0000000103,,31/01/2015,,,,,,,,,,,,,,10.00,,,
,RCPT0000000104,,31/01/2015,,,,,,,,,,,,,,0.00,,,
,RCPT0000000105,,31/01/2015,,007 BOND,,,SUPPLIER,,,,,,,,,49.50,,,
,RCPT0000000106,,31/01/2015,,,,,,,,,,,,,,0.00,,,
,RCPT0000000107,,31/01/2015,,,,,,,,,,,,,,0.00,,,
,RCPT0000000108,,31/01/2015,,,,,,,,,,,,,,0.00,,,
"23-Apr-2015 , 10.34 AM",,,,,,,,,,,,,,,,Page 5 of,,,, 17
,,,,,,ACME INDUSTRIES LTD.,,,,,,,,,,,,,,
,,,,,,,,,,,Receipt Register,,,,,,,,,
,,,,,,,,,,,,,,,01-01-2015,,,,20-04-2015,
Organisation : ACME INDUSTRIES LTD.,,,,,,,,,,,,,,Period :,,,,To,,
Receipt No,,Date,,Party Name,,,Type,,Delivery Note No,,,Date,,,,Total Value,,,,
,RCPT0000000108,,31/01/2015,,,,,,,,,,,,,,0.00,,,
,RCPT0000000109,,31/01/2015,,,,,,,,,,,,,,0.00,,,
,RCPT0000000109,,31/01/2015,,,,,,,,,,,,,,0.00,,,
,RCPT0000000110,,31/01/2015,,FOR SALES,,,REQUIREMENT AREA,,,,,,,,,2000.00,,,
,RCPT0000000111,,31/01/2015,,,,,,,,,,,,,,0.00,,,
,RCPT0000000111,,31/01/2015,,,,,,,,,,,,,,0.00,,,
,RCPT0000000112,,02/02/2015,,Navigant Consulting,,,SUPPLIER,,,,,,,,,1400.00,,,
,RCPT0000000113,,02/02/2015,,Navigant Consulting,,,SUPPLIER,,,,,,,,,0.00,,,
,RCPT0000000114,,02/02/2015,,FOR SALES,,,REQUIREMENT AREA,,,,,,,,,2500.00,,,
,RCPT0000000115,,02/02/2015,,Navigant Consulting,,,SUPPLIER,,,,,,,,,1400.00,,,
,RCPT0000000116,,02/02/2015,,Navigant Consulting,,,SUPPLIER,,,,,,,,,2100.00,,,
,RCPT0000000117,,02/02/2015,,Navigant Consulting,,,SUPPLIER,,,,,,,,,2100.00,,,
,RCPT0000000118,,02/02/2015,,,,,,,,,,,,,,10.00,,,
,RCPT0000000119,,02/02/2015,,Navigant Consulting,,,SUPPLIER,,,,,,,,,0.00,,,
,RCPT0000000120,,02/02/2015,,Navigant Consulting,,,SUPPLIER,,,,,,,,,0.00,,,
,RCPT0000000121,,02/02/2015,,Navigant Consulting,,,SUPPLIER,,,,,,,,,3500.00,,,
,RCPT0000000122,,02/02/2015,,FOR SALES,,,REQUIREMENT AREA,,,,,,,,,15200.00,,,
,RCPT0000000123,,02/02/2015,,,,,,,,,,,,,,0.00,,,
,RCPT0000000124,,02/02/2015,,,,,,,,,,,,,,0.00,,,
,RCPT0000000125,,03/02/2015,,,,,,,,,,,,,,0.00,,,
,RCPT0000000126,,04/02/2015,,Navigant Consulting,,,SUPPLIER,,,,,,,,,2800.00,,,
,RCPT0000000126,,04/02/2015,,Navigant Consulting,,,SUPPLIER,,,,,,,,,7000.00,,,
,RCPT0000000127,,04/02/2015,,Navigant Consulting,,,SUPPLIER,,,,,,,,,0.00,,,
,RCPT0000000127,,04/02/2015,,Navigant Consulting,,,SUPPLIER,,,,,,,,,0.00,,,
,RCPT0000000128,,04/02/2015,,Navigant Consulting,,,SUPPLIER,,,,,,,,,2100.00,,,
,RCPT0000000128,,04/02/2015,,Navigant Consulting,,,SUPPLIER,,,,,,,,,7000.00,,,
,RCPT0000000129,,04/02/2015,,ICICI Bank- Branch,,,CUSTOMER,,,,,,,,,0.00,,,
,RCPT0000000130,,04/02/2015,,PRODUCTION DEPT,,,REQUIREMENT AREA,,,,,,,,,1500.00,,,
,RCPT0000000130,,04/02/2015,,PRODUCTION DEPT,,,REQUIREMENT AREA,,,,,,,,,1000.00,,,
,RCPT0000000130,,04/02/2015,,PRODUCTION DEPT,,,REQUIREMENT AREA,,,,,,,,,24.00,,,
,RCPT0000000131,,04/02/2015,,Navigant Consulting,,,SUPPLIER,,,,,,,,,7000.00,,,
,RCPT0000000131,,04/02/2015,,Navigant Consulting,,,SUPPLIER,,,,,,,,,2100.00,,,
,RCPT0000000132,,04/02/2015,,Navigant Consulting,,,SUPPLIER,,,,,,,,,7000.00,,,
"23-Apr-2015 , 10.34 AM",,,,,,,,,,,,,,,,Page 6 of,,,, 17
,,,,,,ACME INDUSTRIES LTD.,,,,,,,,,,,,,,
,,,,,,,,,,,Receipt Register,,,,,,,,,
,,,,,,,,,,,,,,,01-01-2015,,,,20-04-2015,
Organisation : ACME INDUSTRIES LTD.,,,,,,,,,,,,,,Period :,,,,To,,
Receipt No,,Date,,Party Name,,,Type,,Delivery Note No,,,Date,,,,Total Value,,,,
,RCPT0000000132,,04/02/2015,,Navigant Consulting,,,SUPPLIER,,,,,,,,,7000.00,,,
,RCPT0000000133,,04/02/2015,,PRODUCTION DEPT,,,REQUIREMENT AREA,,,,,,,,,18000.00,,,
,RCPT0000000134,,04/02/2015,,Navigant Consulting,,,SUPPLIER,,,,,,,,,2100.00,,,
,RCPT0000000134,,04/02/2015,,Navigant Consulting,,,SUPPLIER,,,,,,,,,7000.00,,,
,RCPT0000000135,,04/02/2015,,Navigant Consulting,,,SUPPLIER,,,,,,,,,14000.00,,,
,RCPT0000000135,,04/02/2015,,Navigant Consulting,,,SUPPLIER,,,,,,,,,2800.00,,,
,RCPT0000000136,,05/02/2015,,Navigant Consulting,,,SUPPLIER,,,,,,,,,3500.00,,,
,RCPT0000000137,,05/02/2015,,Navigant Consulting,,,SUPPLIER,,,,,,,,,10224.76,,,
,RCPT0000000138,,05/02/2015,,Navigant Consulting,,,SUPPLIER,,,,,,,,,1400.00,,,
,RCPT0000000138,,05/02/2015,,Navigant Consulting,,,SUPPLIER,,,,,,,,,14000.00,,,
,RCPT0000000138,,05/02/2015,,Navigant Consulting,,,SUPPLIER,,,,,,,,,2100.00,,,
,RCPT0000000139,,05/02/2015,,Navigant Consulting,,,SUPPLIER,,,,,,,,,1400.00,,,
,RCPT0000000139,,05/02/2015,,Navigant Consulting,,,SUPPLIER,,,,,,,,,2100.00,,,
,RCPT0000000139,,05/02/2015,,Navigant Consulting,,,SUPPLIER,,,,,,,,,14000.00,,,
,RCPT0000000140,,05/02/2015,,IT DEPARTMENT,,,REQUIREMENT AREA,,,,,,,,,50.00,,,
,RCPT0000000141,,05/02/2015,,Navigant Consulting,,,SUPPLIER,,,,,,,,,1400.00,,,
,RCPT0000000141,,05/02/2015,,Navigant Consulting,,,SUPPLIER,,,,,,,,,1400.00,,,
,RCPT0000000142,,05/02/2015,,Navigant Consulting,,,SUPPLIER,,,,,,,,,1400.00,,,
,RCPT0000000142,,05/02/2015,,Navigant Consulting,,,SUPPLIER,,,,,,,,,1400.00,,,
,RCPT0000000143,,05/02/2015,,Navigant Consulting,,,SUPPLIER,,,,,,,,,1400.00,,,
,RCPT0000000143,,05/02/2015,,Navigant Consulting,,,SUPPLIER,,,,,,,,,1400.00,,,
,RCPT0000000144,,06/02/2015,,FOR SALES,,,REQUIREMENT AREA,,,,,,,,,1220000.00,,,
,RCPT0000000145,,06/02/2015,,,,,,,,,,,,,,0.00,,,
,RCPT0000000146,,06/02/2015,,,,,,,,,,,,,,0.00,,,
,RCPT0000000147,,06/02/2015,,FOR SALES,,,REQUIREMENT AREA,,,,,,,,,12000.00,,,
,RCPT0000000148,,06/02/2015,,FOR SALES,,,REQUIREMENT AREA,,,,,,,,,12000.00,,,
,RCPT0000000149,,06/02/2015,,FOR SALES,,,REQUIREMENT AREA,,,,,,,,,11000.00,,,
,RCPT0000000150,,07/02/2015,,FOR SALES,,,REQUIREMENT AREA,,,,,,,,,4800.00,,,
,RCPT0000000151,,07/02/2015,,FOR SALES,,,REQUIREMENT AREA,,,,,,,,,4800.00,,,
,RCPT0000000152,,07/02/2015,,FOR SALES,,,REQUIREMENT AREA,,,,,,,,,100.00,,,
,RCPT0000000153,,07/02/2015,,PRODUCTION DEPT,,,REQUIREMENT AREA,,,,,,,,,500.00,,,
,RCPT0000000153,,07/02/2015,,PRODUCTION DEPT,,,REQUIREMENT AREA,,,,,,,,,2500.00,,,
,RCPT0000000153,,07/02/2015,,PRODUCTION DEPT,,,REQUIREMENT AREA,,,,,,,,,1000.00,,,
"23-Apr-2015 , 10.34 AM",,,,,,,,,,,,,,,,Page 7 of,,,, 17
,,,,,,ACME INDUSTRIES LTD.,,,,,,,,,,,,,,
,,,,,,,,,,,Receipt Register,,,,,,,,,
,,,,,,,,,,,,,,,01-01-2015,,,,20-04-2015,
Organisation : ACME INDUSTRIES LTD.,,,,,,,,,,,,,,Period :,,,,To,,
Receipt No,,Date,,Party Name,,,Type,,Delivery Note No,,,Date,,,,Total Value,,,,
,RCPT0000000154,,07/02/2015,,FOR SALES,,,REQUIREMENT AREA,,,,,,,,,500.00,,,
,RCPT0000000155,,07/02/2015,,FOR SALES,,,REQUIREMENT AREA,,,,,,,,,1000.00,,,
,RCPT0000000156,,09/02/2015,,FOR SALES,,,REQUIREMENT AREA,,,,,,,,,500.00,,,
,RCPT0000000157,,09/02/2015,,FOR SALES,,,REQUIREMENT AREA,,,,,,,,,1000.00,,,
