,,PB0001042,,05-09-2015,,Purchase Invoice,,Hindalco,,,,KG,,5984.00,,2157232.00,,0.00,,24269.00,,0.00,,0.00,,0.00,,269654.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2451155.00,,,,,,,,,
,,PB0001043,,05-09-2015,,Purchase Invoice,,Hindalco,,,,KG,,5986.00,,2157953.00,,0.00,,24277.00,,0.00,,0.00,,0.00,,269744.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2451974.00,,,,,,,,,
,,PB0001044,,05-09-2015,,Purchase Invoice,,ELANTAS Beck India Ltd.,,,,KG,,1050.00,,198450.00,,0.00,,0.00,,4465.00,,0.00,,0.00,,24806.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,227721.00,,,,,,,,,
,,PB0001045,,05-09-2015,,Purchase Invoice,,VIKAS SPOOL PVT. LTD. (SUPPLIER),,06031702617,,PCS,,2090.00,,187525.00,,0.00,,0.00,,4220.00,,0.00,,0.00,,23441.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,215186.00,,,,,,,,,
,,PB0001046,,05-09-2015,,Purchase Invoice,,Hindalco,,,,KG,,5989.00,,2159034.50,,2994.50,,0.00,,0.00,,0.00,,0.00,,269879.00,,0.00,0.00,0.00,0.00,0.00,97157.00,0.00,0.00,24289.00,0.00,2547365.00,,,,,,,,,
,,PB0001047,,05-09-2015,,Purchase Invoice,,Hindalco,,,,KG,,5985.00,,2157592.50,,2992.50,,0.00,,0.00,,0.00,,0.00,,269699.00,,0.00,0.00,0.00,0.00,0.00,97092.00,0.00,0.00,24273.00,0.00,2545664.00,,,,,,,,,
,,PB0001048,,07-09-2015,,Purchase Invoice,,SSK CHEMICALS PVT. LTD.,,,,KG,,5010.00,,627510.00,,0.00,,0.00,,14119.00,,0.00,,0.00,,78440.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,720069.00,,,,,,,,,
,,PB0001049,,07-09-2015,,Purchase Invoice - Consumables,,SEEMA MARBLES,,09465706529,,KG,,4.00,,219.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,219.00,,,,,,,,,
,,PB0001050,,07-09-2015,,Purchase Invoice - Consumables,,Dna Power Transmission,,,,PCS,,3.00,,10974.99,,0.00,,0.00,,219.00,,0.00,,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11193.99,,,,,,,,,
,,PB0001051,,07-09-2015,,Purchase Invoice,,Bharat Box Company,,,,PCS,,750.00,,18750.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,750.00,0.00,0.00,188.00,0.00,19688.00,,,,,,,,,
,,PB0001052,,08-09-2015,,Purchase Invoice,,Arvind Bearing & Mill Store,,,,PCS,,2.00,,1145.20,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,46.00,0.00,0.00,11.00,0.00,1202.20,,,,,,,,,
,,PB0001053,,08-09-2015,,Purchase Invoice - Consumables,,Shri Balaji House Keeping Service,,,,PCS,,1.00,,5093.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5093.00,,,,,,,,,
,,PB0001054,,08-09-2015,,Purchase Invoice,,Iskon Packaging Wood Works,,,,PCS,,1290.00,,29350.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,1174.00,0.00,0.00,294.00,0.00,30818.00,,,,,,,,,
,,PB0001055,,08-09-2015,,Purchase Invoice,,Arvind Bearing & Mill Store,,,,PCS,,4.00,,6351.80,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,254.00,0.00,0.00,63.00,0.00,6668.80,,,,,,,,,
,,PB0001056,,08-09-2015,,Purchase Invoice,,Delhi Sales Corporation,,,,KG,,100.20,,6412.80,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,257.00,0.00,0.00,64.00,0.00,6733.80,,,,,,,,,
,,PB0001057,,08-09-2015,,Purchase Invoice,,ELANTAS Beck India Ltd.,,,,KG,,2100.00,,396900.00,,0.00,,0.00,,9035.00,,0.00,,0.00,,54863.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,460798.00,,,,,,,,,
,,PB0001058,,08-09-2015,,Purchase Invoice - Consumables,,Polyspin Filtration (I) Pvt. Ltd,,07420151367,,PCS,,25.00,,750.00,,0.00,,0.00,,15.00,,0.00,,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,765.00,,,,,,,,,
,,PB0001059,,08-09-2015,,Purchase Invoice,,Arvind Bearing & Mill Store,,,,PCS,,10.00,,959.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,38.00,0.00,0.00,10.00,0.00,1007.00,,,,,,,,,
,,PB0001060,,08-09-2015,,Purchase Invoice - Consumables,,Arvind Bearing & Mill Store,,,,PCS,,12.00,,120.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,1.00,0.00,126.00,,,,,,,,,
,,PB0001061,,08-09-2015,,Purchase Invoice,,SSK CHEMICALS PVT. LTD.,,,,KG,,4580.00,,477690.00,,0.00,,0.00,,10749.00,,0.00,,0.00,,59712.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,548151.00,,,,,,,,,
,,PB0001062,,08-09-2015,,Purchase Invoice,,Hindalco,,,,KG,,5993.00,,2160476.50,,0.00,,24305.00,,0.00,,0.00,,0.00,,270060.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2454841.50,,,,,,,,,
,,PB0001063,,08-09-2015,,Purchase Invoice,,Hindalco,,,,KG,,2995.00,,1079697.50,,1497.50,,0.00,,0.00,,0.00,,0.00,,134962.00,,0.00,0.00,0.00,0.00,0.00,48586.00,0.00,0.00,12147.00,0.00,1273895.00,,,,,,,,,
,,PB0001064,,08-09-2015,,Purchase Invoice,,Hindalco,,,,KG,,2998.00,,1080779.00,,1499.00,,0.00,,0.00,,0.00,,0.00,,135097.00,,0.00,0.00,0.00,0.00,0.00,48635.00,0.00,0.00,12159.00,0.00,1275171.00,,,,,,,,,
,,PB0001065,,08-09-2015,,Purchase Invoice,,Hindalco,,,,KG,,2992.00,,1078616.00,,1496.00,,0.00,,0.00,,0.00,,0.00,,134827.00,,0.00,0.00,0.00,0.00,0.00,48538.00,0.00,0.00,12134.00,0.00,1272619.00,,,,,,,,,
,,PB0001066,,08-09-2015,,Purchase Invoice,,Hindalco,,,,KG,,2997.00,,1080418.50,,1498.50,,0.00,,0.00,,0.00,,0.00,,135052.00,,0.00,0.00,0.00,0.00,0.00,48619.00,0.00,0.00,12155.00,0.00,1274746.00,,,,,,,,,
,,PB0001067,,09-09-2015,,Purchase Invoice,,Hindalco,,,,KG,,3077.00,,1109258.50,,0.00,,12479.00,,0.00,,0.00,,0.00,,138657.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1260394.50,,,,,,,,,
,,PB0001068,,09-09-2015,,Purchase Invoice,,Hindalco,,,,KG,,2978.00,,1073569.00,,0.00,,12078.00,,0.00,,0.00,,0.00,,134196.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1219843.00,,,,,,,,,
,,PB0001069,,09-09-2015,,Purchase Invoice,,ELANTAS Beck India Ltd.,,,,KG,,4200.00,,785400.00,,0.00,,0.00,,17861.00,,0.00,,0.00,,107625.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,910886.00,,,,,,,,,
,,PB0001070,,10-09-2015,,Purchase Invoice - Consumables,,Arvind Bearing & Mill Store,,,,PCS,,10.00,,532.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,21.00,0.00,0.00,5.00,0.00,558.00,,,,,,,,,
,,PB0001071,,10-09-2015,,Purchase Invoice,,ELANTAS Beck India Ltd.,,,,KG,,1050.00,,170100.00,,0.00,,0.00,,3827.00,,0.00,,0.00,,21263.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,195190.00,,,,,,,,,
,,PB0001072,,10-09-2015,,Purchase Invoice,,LAXMAN SHARMA (SUPPLIERT),,,,PCS,,6.00,,5820.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5820.00,,,,,,,,,
,,PB0001073,,10-09-2015,,Purchase Invoice - Consumables,,RAMESH PAINT & HARDWARE STORE,,,,KG,,1.00,,12868.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12868.00,,,,,,,,,
,,PB0001074,,10-09-2015,,Purchase Invoice - Consumables,,Wirex Dies & Steel (I) Pvt. Ltd.,,,,PCS,,40.00,,28000.00,,0.00,,0.00,,630.00,,0.00,,0.00,,3500.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32130.00,,,,,,,,,
,,PB0001075,,10-09-2015,,Purchase Invoice,,Fuming Beverages,,,,KG,,64.00,,12160.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12160.00,,,,,,,,,
,,PB0001076,,10-09-2015,,Purchase Invoice,,Hindalco,,,,KG,,5987.00,,2158313.50,,2993.50,,0.00,,0.00,,0.00,,0.00,,269789.00,,0.00,0.00,0.00,0.00,0.00,97124.00,0.00,0.00,24281.00,0.00,2546514.00,,,,,,,,,
,,PB0001077,,10-09-2015,,Purchase Invoice,,Hindalco,,,,KG,,5997.00,,2161918.50,,2998.50,,0.00,,0.00,,0.00,,0.00,,270240.00,,0.00,0.00,0.00,0.00,0.00,97286.00,0.00,0.00,24322.00,0.00,2550768.00,,,,,,,,,
,,PB0001078,,10-09-2015,,Purchase Invoice,,R A Nariman & Co. Pvt Ltd,,,,L,,2520.00,,152117.28,,0.00,,0.00,,3376.80,,0.00,,0.00,,0.00,,0.00,16722.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,172216.80,,,,,,,,,
,,PB0001079,,11-09-2015,,Purchase Invoice,,Bharat Box Company,,,,PCS,,506.00,,12017.50,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,481.00,0.00,0.00,120.00,0.00,12618.50,,,,,,,,,
,,PB0001080,,11-09-2015,,Purchase Invoice,,Hindalco,,,,KG,,5974.00,,2153627.00,,2987.00,,0.00,,0.00,,0.00,,0.00,,269203.00,,0.00,0.00,0.00,0.00,0.00,96913.00,0.00,0.00,24228.00,0.00,2540984.00,,,,,,,,,
,,PB0001081,,11-09-2015,,Purchase Invoice,,Hindalco,,,,KG,,5966.00,,2150743.00,,2983.00,,0.00,,0.00,,0.00,,0.00,,268843.00,,0.00,0.00,0.00,0.00,0.00,96783.00,0.00,0.00,24196.00,0.00,2537582.00,,,,,,,,,
,,PB0001082,,11-09-2015,,Purchase Invoice,,Bharat Box Company,,,,PCS,,1613.00,,40325.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,1613.00,0.00,0.00,403.00,0.00,42341.00,,,,,,,,,
,,PB0001083,,11-09-2015,,Purchase Invoice,,Hindalco,,,,KG,,5946.00,,2169695.40,,0.00,,24409.00,,0.00,,0.00,,0.00,,271212.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2465316.40,,,,,,,,,
,,PB0001087,,12-09-2015,,Purchase Invoice,,Hindalco,,,,KG,,6020.00,,2196698.00,,3010.00,,0.00,,0.00,,0.00,,0.00,,274587.00,,0.00,0.00,0.00,0.00,0.00,98851.00,0.00,0.00,24713.00,0.00,2591839.00,,,,,,,,,
,,PB0001088,,12-09-2015,,Purchase Invoice,,Hindalco,,,,KG,,5957.00,,2173709.30,,2978.50,,0.00,,0.00,,0.00,,0.00,,271714.00,,0.00,0.00,0.00,0.00,0.00,97817.00,0.00,0.00,24454.00,0.00,2564715.80,,,,,,,,,
,,PB0001089,,12-09-2015,,Purchase Invoice,,ELANTAS Beck India Ltd.,,,,KG,,2100.00,,340200.00,,0.00,,0.00,,7655.00,,0.00,,0.00,,42525.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,390380.00,,,,,,,,,
,,PB0001090,,12-09-2015,,Purchase Invoice,,Bharat Box Company,,,,PCS,,700.00,,10150.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,406.00,0.00,0.00,102.00,0.00,10658.00,,,,,,,,,
,,PB0001091,,14-09-2015,,Purchase Invoice,,Bharat Box Company,,,,PCS,,2220.00,,24420.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,977.00,0.00,0.00,244.00,0.00,25641.00,,,,,,,,,
,,PB0001092,,14-09-2015,,Purchase Invoice,,JMW INDIA PVT LTD,,01361070962,,KG,,9003.00,,3601200.00,,0.00,,0.00,,0.00,,0.00,,0.00,,450150.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4051350.00,,,,,,,,,
,,PB0001093,,14-09-2015,,Purchase Invoice,,Hindalco,,,,KG,,2996.00,,1093240.40,,0.00,,12299.00,,0.00,,0.00,,0.00,,136655.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1242194.40,,,,,,,,,
,,PB0001094,,14-09-2015,,Purchase Invoice,,Hindalco,,,,KG,,2976.00,,1085942.40,,0.00,,12217.00,,0.00,,0.00,,0.00,,135743.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1233902.40,,,,,,,,,
,,PB0001095,,14-09-2015,,Purchase Invoice,,Hindalco,,,,KG,,5987.00,,2184656.30,,0.00,,24577.00,,0.00,,0.00,,0.00,,273082.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2482315.30,,,,,,,,,
,,PB0001096,,15-09-2015,,Purchase Invoice - Consumables,,BHAGWATI MARBLES,,09191001012,,KG,,1.00,,12678.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12678.00,,,,,,,,,
,,PB0001097,,15-09-2015,,Purchase Invoice - Consumables,,Bajaj Stationers,,,,PCS,,1.00,,8631.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8631.00,,,,,,,,,
,,PB0001098,,15-09-2015,,Purchase Invoice,,Om Wooden Industries,,,,PCS,,45.00,,27375.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,1095.00,0.00,0.00,274.00,0.00,28744.00,,,,,,,,,
,,PB0001100,,15-09-2015,,Purchase Invoice,,Wirex Dies & Steel (I) Pvt. Ltd.,,,,L,,3300.00,,655400.00,,0.00,,0.00,,14419.00,,0.00,,0.00,,65553.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,735372.00,,,,,,,,,
,,PB0001101,,15-09-2015,,Purchase Invoice,,Bharat Petroleum Corporation Ltd.,,,,L,,12000.00,,495258.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,495258.00,,,,,,,,,
,,PB0001102,,15-09-2015,,Purchase Invoice,,S.S.Packaging,,,,KG,,130.50,,18922.50,,0.00,,0.00,,0.00,,0.00,,0.00,,2365.00,,0.00,0.00,0.00,0.00,0.00,852.00,0.00,0.00,213.00,0.00,22352.50,,,,,,,,,
,,PB0001103,,15-09-2015,,Purchase Invoice,,Seema Traders,,,,PCS,,1400.00,,5460.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5460.00,,,,,,,,,
,,PB0001104,,15-09-2015,,Purchase Invoice,,SSK CHEMICALS PVT. LTD.,,,,KG,,420.00,,69300.00,,0.00,,0.00,,1559.00,,0.00,,0.00,,8663.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79522.00,,,,,,,,,
,,PB0001105,,15-09-2015,,Purchase Invoice,,SSK CHEMICALS PVT. LTD.,,,,KG,,720.00,,69840.00,,0.00,,0.00,,1571.00,,0.00,,0.00,,8730.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80141.00,,,,,,,,,
,,PB0001106,,16-09-2015,,Supplementary Invoice,,Hindalco,,,,KG,,5968.00,,67790.51,,0.00,,0.00,,0.00,,0.00,,0.00,,8474.00,,0.00,0.00,0.00,0.00,0.00,3051.00,0.00,0.00,763.00,0.00,80078.51,,,,,,,,,
,,PB0001107,,16-09-2015,,Supplementary Invoice,,Hindalco,,,,KG,,5976.00,,67881.38,,0.00,,0.00,,0.00,,0.00,,0.00,,8485.00,,0.00,0.00,0.00,0.00,0.00,3055.00,0.00,0.00,764.00,0.00,80185.38,,,,,,,,,
,,PB0001108,,16-09-2015,,Supplementary Invoice,,Hindalco,,,,KG,,5956.00,,67654.20,,0.00,,0.00,,0.00,,0.00,,0.00,,8457.00,,0.00,0.00,0.00,0.00,0.00,3044.00,0.00,0.00,761.00,0.00,79916.20,,,,,,,,,
,,PB0001109,,16-09-2015,,Supplementary Invoice,,Hindalco,,,,KG,,3005.00,,34133.80,,0.00,,0.00,,0.00,,0.00,,0.00,,4267.00,,0.00,0.00,0.00,0.00,0.00,1536.00,0.00,0.00,384.00,0.00,40320.80,,,,,,,,,
,,PB0001110,,16-09-2015,,Supplementary Invoice,,Hindalco,,,,KG,,5939.00,,67461.10,,0.00,,0.00,,0.00,,0.00,,0.00,,8433.00,,0.00,0.00,0.00,0.00,0.00,3036.00,0.00,0.00,759.00,0.00,79689.10,,,,,,,,,
,,PB0001111,,16-09-2015,,Supplementary Invoice,,Hindalco,,,,KG,,2976.00,,33884.74,,0.00,,0.00,,0.00,,0.00,,0.00,,4236.00,,0.00,0.00,0.00,0.00,0.00,1525.00,0.00,0.00,381.00,0.00,40026.74,,,,,,,,,
,,PB0001112,,16-09-2015,,Supplementary Invoice,,Hindalco,,,,KG,,5971.00,,67824.59,,0.00,,0.00,,0.00,,0.00,,0.00,,8478.00,,0.00,0.00,0.00,0.00,0.00,3052.00,0.00,0.00,763.00,0.00,80117.59,,,,,,,,,
,,PB0001113,,16-09-2015,,Supplementary Invoice,,Hindalco,,,,KG,,2981.00,,33861.18,,0.00,,0.00,,0.00,,0.00,,0.00,,4233.00,,0.00,0.00,0.00,0.00,0.00,1524.00,0.00,0.00,381.00,0.00,39999.18,,,,,,,,,
,,PB0001114,,16-09-2015,,Supplementary Invoice,,Hindalco,,,,KG,,5974.00,,67858.67,,0.00,,0.00,,0.00,,0.00,,0.00,,8482.00,,0.00,0.00,0.00,0.00,0.00,3054.00,0.00,0.00,763.00,0.00,80157.67,,,,,,,,,
,,PB0001115,,16-09-2015,,Supplementary Invoice,,Hindalco,,,,KG,,4017.00,,45629.10,,0.00,,0.00,,0.00,,0.00,,0.00,,5704.00,,0.00,0.00,0.00,0.00,0.00,2053.00,0.00,0.00,513.00,0.00,53899.10,,,,,,,,,
,,PB0001116,,16-09-2015,,Supplementary Invoice,,Hindalco,,,,KG,,6012.00,,68290.31,,0.00,,0.00,,0.00,,0.00,,0.00,,8536.00,,0.00,0.00,0.00,0.00,0.00,3073.00,0.00,0.00,768.00,0.00,80667.31,,,,,,,,,
,,PB0001117,,16-09-2015,,Supplementary Invoice,,Hindalco,,,,KG,,5964.00,,67745.08,,0.00,,0.00,,0.00,,0.00,,0.00,,8468.00,,0.00,0.00,0.00,0.00,0.00,3049.00,0.00,0.00,762.00,0.00,80024.08,,,,,,,,,
,,PB0001118,,16-09-2015,,Supplementary Invoice,,Hindalco,,,,KG,,5957.00,,67665.56,,0.00,,0.00,,0.00,,0.00,,0.00,,8458.00,,0.00,0.00,0.00,0.00,0.00,3045.00,0.00,0.00,761.00,0.00,79929.56,,,,,,,,,
,,PB0001119,,16-09-2015,,Supplementary Invoice,,Hindalco,,,,KG,,6016.00,,68335.74,,0.00,,0.00,,0.00,,0.00,,0.00,,8542.00,,0.00,0.00,0.00,0.00,0.00,3075.00,0.00,0.00,769.00,0.00,80721.74,,,,,,,,,
,,PB0001120,,16-09-2015,,Supplementary Invoice,,Hindalco,,,,KG,,2985.00,,33906.62,,0.00,,0.00,,0.00,,0.00,,0.00,,4238.00,,0.00,0.00,0.00,0.00,0.00,1526.00,0.00,0.00,381.00,0.00,40051.62,,,,,,,,,
,,PB0001121,,16-09-2015,,Supplementary Invoice,,Hindalco,,,,KG,,6125.00,,69573.88,,0.00,,0.00,,0.00,,0.00,,0.00,,8697.00,,0.00,0.00,0.00,0.00,0.00,3131.00,0.00,0.00,783.00,0.00,82184.88,,,,,,,,,
,,PB0001122,,16-09-2015,,Supplementary Invoice,,Hindalco,,,,KG,,3017.00,,34270.10,,0.00,,0.00,,0.00,,0.00,,0.00,,4284.00,,0.00,0.00,0.00,0.00,0.00,1542.00,0.00,0.00,386.00,0.00,40482.10,,,,,,,,,
,,PB0001123,,16-09-2015,,Supplementary Invoice,,Hindalco,,,,KG,,6192.00,,70334.93,,0.00,,0.00,,0.00,,0.00,,0.00,,8792.00,,0.00,0.00,0.00,0.00,0.00,3165.00,0.00,0.00,791.00,0.00,83082.93,,,,,,,,,
,,PB0001124,,16-09-2015,,Supplementary Invoice,,Hindalco,,,,KG,,5954.00,,67631.49,,0.00,,0.00,,0.00,,0.00,,0.00,,8454.00,,0.00,0.00,0.00,0.00,0.00,3043.00,0.00,0.00,761.00,0.00,79889.49,,,,,,,,,
,,PB0001125,,16-09-2015,,Supplementary Invoice,,Hindalco,,,,KG,,5955.00,,67642.84,,0.00,,0.00,,0.00,,0.00,,0.00,,8455.00,,0.00,0.00,0.00,0.00,0.00,3044.00,0.00,0.00,761.00,0.00,79902.84,,,,,,,,,
,,PB0001126,,16-09-2015,,Supplementary Invoice,,Hindalco,,,,KG,,2976.00,,33804.38,,0.00,,0.00,,0.00,,0.00,,0.00,,4226.00,,0.00,0.00,0.00,0.00,0.00,1521.00,0.00,0.00,380.00,0.00,39931.38,,,,,,,,,
,,PB0001127,,16-09-2015,,Supplementary Invoice,,Hindalco,,,,KG,,5961.00,,67711.00,,0.00,,0.00,,0.00,,0.00,,0.00,,8464.00,,0.00,0.00,0.00,0.00,0.00,3047.00,0.00,0.00,762.00,0.00,79984.00,,,,,,,,,
,,PB0001129,,16-09-2015,,Supplementary Invoice,,Hindalco,,,,KG,,5933.00,,67392.95,,0.00,,0.00,,0.00,,0.00,,0.00,,8424.00,,0.00,0.00,0.00,0.00,0.00,3033.00,0.00,0.00,758.00,0.00,79607.95,,,,,,,,,
,,PB0001130,,16-09-2015,,Supplementary Invoice,,Hindalco,,,,KG,,6014.00,,68313.03,,0.00,,0.00,,0.00,,0.00,,0.00,,8539.00,,0.00,0.00,0.00,0.00,0.00,3074.00,0.00,0.00,769.00,0.00,80695.03,,,,,,,,,
,,PB0001131,,16-09-2015,,Supplementary Invoice,,Hindalco,,,,KG,,5998.00,,68131.28,,0.00,,0.00,,0.00,,0.00,,0.00,,8516.00,,0.00,0.00,0.00,0.00,0.00,3066.00,0.00,0.00,766.00,0.00,80479.28,,,,,,,,,
,,PB0001132,,16-09-2015,,Supplementary Invoice,,Hindalco,,,,KG,,3109.00,,35315.13,,0.00,,0.00,,0.00,,0.00,,0.00,,4414.00,,0.00,0.00,0.00,0.00,0.00,1589.00,0.00,0.00,397.00,0.00,41715.13,,,,,,,,,
,,PB0001133,,16-09-2015,,Supplementary Invoice,,Hindalco,,,,KG,,3008.00,,34167.87,,0.00,,0.00,,0.00,,0.00,,0.00,,4271.00,,0.00,0.00,0.00,0.00,0.00,1538.00,0.00,0.00,384.00,0.00,40360.87,,,,,,,,,
,,PB0001134,,16-09-2015,,Supplementary Invoice,,Hindalco,,,,KG,,3065.00,,34815.34,,0.00,,392.00,,0.00,,0.00,,0.00,,4352.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39559.34,,,,,,,,,
,,PB0001135,,16-09-2015,,Supplementary Invoice,,Hindalco,,,,KG,,8960.00,,101776.64,,0.00,,1145.00,,0.00,,0.00,,0.00,,12722.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,115643.64,,,,,,,,,
,,PB0001136,,16-09-2015,,Supplementary Invoice,,Hindalco,,,,KG,,2983.00,,33883.90,,0.00,,381.00,,0.00,,0.00,,0.00,,4235.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38499.90,,,,,,,,,
