,,,,CU25MPMEDPT-25,INR,,111.045,KG,444.180,0.000,56.000,,,,500.180,,,,,,,
,,SI001754,20-06-2015,AL1.03MPMEDM266,INR,,193.100,KG,1148.945,0.000,144.000,,,,1292.945,,,,,,,
,,,,,,,356.965,KG,2123.942,0.000,265.000,,,,2388.942,,,,,,,
,,,,AL1.84MPMEDM266,INR,,143.645,KG,854.688,0.000,107.000,,,,961.688,,,,,,,
,,,,,,,253.415,KG,1507.819,0.000,188.000,,,,1695.819,,,,,,,
,,,,,,,299.080,KG,1779.526,0.000,222.000,,,,2001.526,,,,,,,
,,,,AL2.22MPMEDM266,INR,,131.055,KG,779.777,0.000,97.000,,,,876.777,,,,,,,
,,,,,,,301.610,KG,1794.580,0.000,224.000,,,,2018.580,,,,,,,
,,,,,,,356.740,KG,2122.603,0.000,265.000,,,,2387.603,,,,,,,
,,SI001772,22-06-2015,CU0.7MPMEDPT-90,INR,,1110.885,KG,1144.212,0.000,143.000,,,,1287.212,,,,,,,
,,SI001773,22-06-2015,AL22DCMEDPT-90,INR,,638.360,KG,657.511,0.000,82.000,,,,739.511,,,,,,,
,,SI001803,23-06-2015,CU0.57MCFINEPT-45,INR,,366.930,KG,117.418,0.000,15.000,,,,132.418,,,,,,,
,,,,CU0.65MCFINEPT-45,INR,,370.305,KG,118.498,0.000,15.000,,,,133.498,,,,,,,
,,SI001825,24-06-2015,CU0.53DCFINEPT-25,INR,,619.360,KG,17205.821,0.000,2151.000,,,,19356.821,,,,,,,
,,SI001830,24-06-2015,CU0.95DCMEDPT-180,INR,,662.720,KG,17813.914,0.000,2227.000,,,,20040.914,,,,,,,
,,SI001833,24-06-2015,AL28MPMEDPT-25,INR,,97.945,KG,4412.422,0.000,552.000,,,,4964.422,,,,,,,
,,,,AL30MPMEDPT-25,INR,,153.590,KG,5882.497,0.000,735.000,,,,6617.497,,,,,,,
,,SI001840,25-06-2015,CU0.112SSFINEPT-4,INR,,183.485,KG,6258.673,0.000,782.000,,,,7040.673,,,,,,,
,,,,,,,194.745,KG,3813.107,0.000,477.000,,,,4290.107,,,,,,,
,,,,CU0.55MCFINEPT-45,INR,,341.845,KG,109.390,0.000,14.000,,,,123.390,,,,,,,
,,,,CU0.7MPMEDPT-90,INR,,457.925,KG,471.663,0.000,59.000,,,,530.663,,,,,,,
,,SI001841,25-06-2015,CU0.193SSFINEPT-10,INR,,35.015,KG,512.620,0.000,64.000,,,,576.620,,,,,,,
,,,,CU35SSMEDPT-10,INR,,204.235,KG,3864.126,0.000,483.000,,,,4347.126,,,,,,,
,,SI001871,26-06-2015,INSULATING VARNISH TEREBEC ,INR,,2100.000,KG,37800.000,0.000,4725.000,,,851.000,43376.000,,,,,,,
,,,,RMENH 543-38,INR,,2100.000,KG,42000.000,0.000,5250.000,,,945.000,48195.000,,,,,,,
,,SI001886,27-06-2015,CU0.72MPMEDPT-45,INR,,373.510,KG,5232.875,0.000,654.000,,,,5886.875,,,,,,,
,,   Total Amount  ,,,,,57092.915,,975796.181,0.000,121976.000,150.000,37.000,1796.000,181042594.312,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"07-Jul-2015 , 3.18 PM",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Page 1 of,,, 1
,"----------End Of Report----------
Generated by ebizframe 10",,,,,,,,,,,,,,,,,,,,,
