,0.00,"253,792.92","43,716.00","297,508.92","297,508.92",
,0.00,"227,419.21","39,173.00","266,592.21","266,592.21",
,0.00,"20,000.00","2,950.00","22,950.00","22,950.00",
,0.00,"121,811.18","17,967.00","139,778.18","139,778.18",
,0.00,"485,709.50","88,035.00","573,744.50","573,744.50",
,0.00,"303,399.16","52,261.00","355,660.16","355,660.16",
,0.00,"405,751.58","69,891.00","475,642.58","475,642.58",
,0.00,"741,997.62","127,809.00","869,806.62","869,806.62",
,0.00,"405,751.58","69,891.00","475,642.58","475,642.58",
,0.00,"243,754.38","41,986.00","285,740.38","285,740.38",
,0.00,"534,095.86","91,998.00","626,093.86","626,093.86",
,0.00,"471,739.67","81,256.00","552,995.67","552,995.67",
,0.00,"303,692.80","52,311.00","356,003.80","356,003.80",
,0.00,"247,523.04","42,636.00","290,159.04","290,159.04",
,0.00,"561,338.50","96,690.00","658,028.50","658,028.50",
,0.00,"689,491.69","118,764.00","808,255.69","808,255.69",
,0.00,"110,961.04","20,112.00","131,073.04","131,073.04",
,0.00,"659,810.92","119,591.00","779,401.92","779,401.92",
,0.00,"263,976.31","47,846.00","311,822.31","311,822.31",
,0.00,"110,961.04","20,112.00","131,073.04","131,073.04",
,0.00,"128,285.00","23,252.00","151,537.00","151,537.00",
,0.00,"131,969.35","23,920.00","155,889.35","155,889.35",
,0.00,"73,196.40",0.00,"73,196.40","73,196.40",
,0.00,"56,909.79",0.00,"56,909.79","56,909.79",
,0.00,"45,771.94",0.00,"45,771.94","45,771.94",
,0.00,"22,352.98",0.00,"22,352.98","22,352.98",
,0.00,"63,826.37","10,994.00","74,820.37","74,820.37",
,0.00,"216,557.57","31,943.00","248,500.57","248,500.57",
,0.00,"2,664,785.00","482,996.00","3,147,781.00","3,147,781.00",
,0.00,"2,674,900.00","484,828.00","3,159,728.00","3,159,728.00",
,0.00,"214,092.00","38,805.00","252,897.00","252,897.00",
,0.00,"321,673.23","58,303.00","379,976.23","379,976.23",
,0.00,"475,503.00","86,185.00","561,688.00","561,688.00",
,0.00,"802,485.00","145,451.00","947,936.00","947,936.00",
,0.00,"1,586,170.00","287,494.00","1,873,664.00","1,873,664.00",
,0.00,"258,070.00","46,775.00","304,845.00","304,845.00",
,0.00,"541,340.00","98,118.00","639,458.00","639,458.00",
,0.00,"139,261.57","25,242.00","164,503.57","164,503.57",
,0.00,"1,033,513.00","187,323.00","1,220,836.00","1,220,836.00",
,0.00,"377,060.82","68,343.00","445,403.82","445,403.82",
,0.00,"375,011.99","67,971.00","442,982.99","442,982.99",
,0.00,"282,950.00","51,285.00","334,235.00","334,235.00",
,0.00,"565,400.00","102,480.00","667,880.00","667,880.00",
,0.00,"161,768.21","29,321.00","191,089.21","191,089.21",
,0.00,"178,838.68","32,415.00","211,253.68","211,253.68",
,0.00,"1,442,716.00","261,491.00","1,704,207.00","1,704,207.00",
,0.00,"432,084.00",0.00,"432,084.00","432,084.00",
,0.00,"432,084.00",0.00,"432,084.00","432,084.00",
,0.00,"52,726.00",0.00,"52,726.00","52,726.00",
,0.00,"410,602.50",0.00,"410,602.50","410,602.50",
,0.00,"617,919.54","111,998.00","729,917.54","729,917.54",
,0.00,"616,606.59","111,760.00","728,366.59","728,366.59",
,0.00,"113,794.11","19,601.00","133,395.11","133,395.11",
,0.00,"82,154.98","14,151.00","96,305.98","96,305.98",
,0.00,"194,014.92","33,420.00","227,434.92","227,434.92",
,0.00,"264,944.10","45,636.00","310,580.10","310,580.10",
,0.00,"318,572.87","54,875.00","373,447.87","373,447.87",
,0.00,"939,826.63","161,885.00","1,101,711.63","1,101,711.63",
,0.00,"942,622.53","162,367.00","1,104,989.53","1,104,989.53",
,0.00,"314,757.63","54,217.00","368,974.63","368,974.63",
,0.00,"946,530.00","163,040.00","1,109,570.00","1,109,570.00",
,0.00,"968,152.09","166,764.00","1,134,916.09","1,134,916.09",
,0.00,"645,002.28","111,101.00","756,103.28","756,103.28",
,0.00,"969,993.10","167,081.00","1,137,074.10","1,137,074.10",
,0.00,"968,908.26","166,895.00","1,135,803.26","1,135,803.26",
,0.00,"1,207,700.15","208,026.00","1,415,726.15","1,415,726.15",
,0.00,"999,517.27","172,167.00","1,171,684.27","1,171,684.27",
,0.00,"1,222,209.39","210,525.00","1,432,734.39","1,432,734.39",
,0.00,"980,609.57","168,910.00","1,149,519.57","1,149,519.57",
,0.00,"1,624,446.70","279,810.00","1,904,256.70","1,904,256.70",
,0.00,"1,235,839.49","212,874.00","1,448,713.49","1,448,713.49",
,0.00,"1,049,118.25","180,711.00","1,229,829.25","1,229,829.25",
,0.00,"1,607,944.13","276,967.00","1,884,911.13","1,884,911.13",
,0.00,"1,750,600.35","301,541.00","2,052,141.35","2,052,141.35",
,0.00,"344,488.39","59,338.00","403,826.39","403,826.39",
,0.00,"706,641.80","121,719.00","828,360.80","828,360.80",
,0.00,"1,632,539.91","281,206.00","1,913,745.91","1,913,745.91",
,0.00,"1,339,038.12","230,649.00","1,569,687.12","1,569,687.12",
,0.00,"1,405,494.61","242,097.00","1,647,591.61","1,647,591.61",
,0.00,"52,622,556.30","9,537,836.00","62,160,392.30","62,160,392.30",
,0.00,"69,738.00","12,640.00","82,378.00","82,378.00",
,0.00,"90,784.00","16,454.00","107,238.00","107,238.00",
,0.00,"23,937,642.80","4,338,696.00","28,276,338.80","28,276,338.80",
,0.00,"23,937,642.80","4,338,696.00","28,276,338.80","28,276,338.80",
,0.00,"37,876,256.00","6,865,071.00","44,741,327.00","44,741,327.00",
,0.00,"23,363,830.80","4,234,694.00","27,598,524.80","27,598,524.80",
,0.00,"7,089,900.00","1,285,045.00","8,374,945.00","8,374,945.00",
,0.00,"465,660.00","84,402.00","550,062.00","550,062.00",
,0.00,"23,805,113.40","4,314,677.00","28,119,790.40","28,119,790.40",
,0.00,"79,972.92","14,496.00","94,468.92","94,468.92",
,0.00,"228,767.44","41,465.00","270,232.44","270,232.44",
,0.00,"73,844.26","13,385.00","87,229.26","87,229.26",
,0.00,"710,490.00","128,776.00","839,266.00","839,266.00",
,0.00,"354,495.00","100,145.00","454,640.00","454,640.00",
,0.00,"331,562.00","60,095.00","391,657.00","391,657.00",
,0.00,"177,717.60","32,212.00","209,929.60","209,929.60",
,0.00,"1,056,520.00","155,837.00","1,212,357.00","1,212,357.00",
,0.00,"414,298.41","61,109.00","475,407.41","475,407.41",
,0.00,"294,793.00","43,482.00","338,275.00","338,275.00",
,0.00,"5,211.20",768.00,"5,979.20","5,979.20",
,0.00,"622,944.00","91,884.00","714,828.00","714,828.00",
,0.00,"300,509.60","44,325.00","344,834.60","344,834.60",
,0.00,"214,560.00","31,648.00","246,208.00","246,208.00",
,0.00,"332,096.00","48,984.00","381,080.00","381,080.00",
,0.00,"1,113,640.00","164,262.00","1,277,902.00","1,277,902.00",
,0.00,"83,523.00","12,321.00","95,844.00","95,844.00",
,0.00,"331,230.00","48,857.00","380,087.00","380,087.00",
,0.00,"177,339.84","26,157.00","203,496.84","203,496.84",
,0.00,"878,877.50","129,636.00","1,008,513.50","1,008,513.50",
,0.00,"1,461,798.00","215,615.00","1,677,413.00","1,677,413.00",
,0.00,"468,224.00","69,063.00","537,287.00","537,287.00",
,0.00,"884,293.00","130,433.00","1,014,726.00","1,014,726.00",
,0.00,"1,461,798.00","215,615.00","1,677,413.00","1,677,413.00",
,0.00,"1,604,683.00","236,690.00","1,841,373.00","1,841,373.00",
,0.00,"511,260.00","75,411.00","586,671.00","586,671.00",
,0.00,"866,440.00","127,800.00","994,240.00","994,240.00",
,0.00,"102,430.00","15,109.00","117,539.00","117,539.00",
,0.00,"1,109,780.00","163,693.00","1,273,473.00","1,273,473.00",
,0.00,"1,071,786.00","158,089.00","1,229,875.00","1,229,875.00",
,0.00,"109,425.96","16,140.00","125,565.96","125,565.96",
,0.00,"105,711.98","15,593.00","121,304.98","121,304.98",
,0.00,"1,679,620.00","247,743.00","1,927,363.00","1,927,363.00",
,0.00,"1,443,528.00","212,921.00","1,656,449.00","1,656,449.00",
,0.00,"108,580.00","16,016.00","124,596.00","124,596.00",
,0.00,"164,841.00","24,314.00","189,155.00","189,155.00",
,0.00,"983,865.00","145,119.00","1,128,984.00","1,128,984.00",
,0.00,"640,292.00","94,444.00","734,736.00","734,736.00",
,0.00,"640,292.00","94,444.00","734,736.00","734,736.00",
,0.00,"1,124,729.00","165,898.00","1,290,627.00","1,290,627.00",
,0.00,"296,531.89","43,739.00","340,270.89","340,270.89",
,0.00,"4,904.10",889.00,"5,793.10","5,793.10",
,0.00,"4,904.10",889.00,"5,793.10","5,793.10",
,0.00,"12,782.25","2,317.00","15,099.25","15,099.25",
,0.00,"127,320.90","23,076.00","150,396.90","150,396.90",
,0.00,"180,141.00","32,650.00","212,791.00","212,791.00",
,0.00,"10,605.20","1,922.00","12,527.20","12,527.20",
,0.00,"305,556.00","55,383.00","360,939.00","360,939.00",
,0.00,"820,236.25","148,668.00","968,904.25","968,904.25",
,0.00,"158,281.00","28,688.00","186,969.00","186,969.00",
,0.00,"569,806.00","160,972.00","730,778.00","730,778.00",
,0.00,"485,221.00","87,947.00","573,168.00","573,168.00",
,0.00,"84,585.00","15,331.00","99,916.00","99,916.00",
,0.00,"140,975.00","25,552.00","166,527.00","166,527.00",
,0.00,"220,288.00","39,927.00","260,215.00","260,215.00",
,0.00,"222,538.00","40,335.00","262,873.00","262,873.00",
,0.00,"179,360.30","32,507.00","211,867.30","211,867.30",
,0.00,"179,360.30","32,507.00","211,867.30","211,867.30",
,0.00,"616,796.50","111,795.00","728,591.50","728,591.50",
,0.00,"137,953.58","25,004.00","162,957.58","162,957.58",
,0.00,"552,029.44","95,087.00","647,116.44","647,116.44",
,0.00,"1,094,282.42","136,785.00","1,231,067.42","1,231,067.42",
,0.00,"1,452,828.17","250,250.00","1,703,078.17","1,703,078.17",
,0.00,"735,570.04","126,702.00","862,272.04","862,272.04",
,0.00,"554,554.72","95,522.00","650,076.72","650,076.72",
,0.00,"185,663.60","31,981.00","217,644.60","217,644.60",
,0.00,"180,911.42","31,162.00","212,073.42","212,073.42",
,0.00,"186,565.10","32,136.00","218,701.10","218,701.10",
,0.00,"740,634.74","127,574.00","868,208.74","868,208.74",
,0.00,"189,547.62","32,649.00","222,196.62","222,196.62",
,0.00,"187,532.90","32,303.00","219,835.90","219,835.90",
,0.00,"186,045.42","32,047.00","218,092.42","218,092.42",
,0.00,"181,961.48","31,342.00","213,303.48","213,303.48",
,0.00,"541,800.25","93,325.00","635,125.25","635,125.25",
,0.00,"539,800.64","92,981.00","632,781.64","632,781.64",
,0.00,"184,657.19","31,807.00","216,464.19","216,464.19",
,0.00,"175,013.84","30,147.00","205,160.84","205,160.84",
,0.00,"187,946.97","32,374.00","220,320.97","220,320.97",
,0.00,"186,738.12","32,165.00","218,903.12","218,903.12",
,0.00,"368,993.58","63,559.00","432,552.58","432,552.58",
,0.00,"50,696.25","9,189.00","59,885.25","59,885.25",
,0.00,"113,191.40","20,516.00","133,707.40","133,707.40",
,0.00,"214,183.28","38,821.00","253,004.28","253,004.28",
,0.00,"142,960.47","25,912.00","168,872.47","168,872.47",
,0.00,"9,000.00","1,328.00","10,328.00","10,328.00",
,0.00,"414,621.00","61,156.00","475,777.00","475,777.00",
,0.00,"823,320.00","121,440.00","944,760.00","944,760.00",
,0.00,"65,646.21","9,683.00","75,329.21","75,329.21",
,0.00,"1,334,445.00","196,830.00","1,531,275.00","1,531,275.00",
,0.00,"561,014.50","82,749.00","643,763.50","643,763.50",
,0.00,"219,294.00","32,346.00","251,640.00","251,640.00",
,0.00,"788,000.00","142,825.00","930,825.00","930,825.00",
,0.00,"834,500.00","151,254.00","985,754.00","985,754.00",
,0.00,"788,250.00","142,870.00","931,120.00","931,120.00",
,0.00,"55,817.96","10,117.00","65,934.96","65,934.96",
,0.00,"58,807.96","10,659.00","69,466.96","69,466.96",
,0.00,"55,817.96","10,117.00","65,934.96","65,934.96",
,0.00,"172,417.51","31,251.00","203,668.51","203,668.51",
,0.00,"100,000.00","14,750.00","114,750.00","114,750.00",
,0.00,"41,327.77","6,096.00","47,423.77","47,423.77",
,0.00,"69,780.00","10,293.00","80,073.00","80,073.00",
,0.00,"18,002.72","2,655.00","20,657.72","20,657.72",
,0.00,"98,373.00","14,510.00","112,883.00","112,883.00",
,0.00,"4,238,928.00","529,867.00","4,768,795.00","4,768,795.00",
,0.00,"2,961,000.00","370,126.00","3,331,126.00","3,331,126.00",
,0.00,"810,390.00","101,298.00","911,688.00","911,688.00",
,0.00,"18,300.00","2,288.00","20,588.00","20,588.00",
,0.00,"485,000.00","60,625.00","545,625.00","545,625.00",
,0.00,"55,000.00","6,875.00","61,875.00","61,875.00",
,0.00,"61,806.90","7,726.00","69,532.90","69,532.90",
,0.00,"629,298.72","78,663.00","707,961.72","707,961.72",
,0.00,"1,194,270.00","149,284.00","1,343,554.00","1,343,554.00",
,0.00,"192,000.00","24,000.00","216,000.00","216,000.00",
,0.00,"108,460.00","13,558.00","122,018.00","122,018.00",
,0.00,"26,315.00","3,289.00","29,604.00","29,604.00",
,0.00,"240,895.00","30,112.00","271,007.00","271,007.00",
,0.00,"984,000.00","123,000.00","1,107,000.00","1,107,000.00",
,0.00,"97,299.00","12,162.00","109,461.00","109,461.00",
,0.00,"605,655.00","75,706.00","681,361.00","681,361.00",
,0.00,"662,352.47","82,794.00","745,146.47","745,146.47",
,0.00,"200,000.00","25,000.00","225,000.00","225,000.00",
,0.00,"1,220,915.91","152,615.00","1,373,530.91","1,373,530.91",
,0.00,"481,260.00","60,158.00","541,418.00","541,418.00",
,0.00,"310,920.00","38,865.00","349,785.00","349,785.00",
,0.00,"618,935.62","77,367.00","696,302.62","696,302.62",
,0.00,"621,061.85","77,632.00","698,693.85","698,693.85",
,0.00,"1,935,840.00","241,980.00","2,177,820.00","2,177,820.00",
,0.00,"98,452.00","12,306.00","110,758.00","110,758.00",
,0.00,"59,200.00","7,400.00","66,600.00","66,600.00",
,0.00,"583,200.00","72,900.00","656,100.00","656,100.00",
,0.00,"120,200.17","15,026.00","135,226.17","135,226.17",
,0.00,"289,956.00","36,245.00","326,201.00","326,201.00",
,0.00,"132,000.00","16,500.00","148,500.00","148,500.00",
,0.00,"557,528.29","69,691.00","627,219.29","627,219.29",
,0.00,"491,230.00","61,404.00","552,634.00","552,634.00",
,0.00,"119,965.00","14,996.00","134,961.00","134,961.00",
,0.00,"480,150.00","60,019.00","540,169.00","540,169.00",
,0.00,"427,652.21","53,457.00","481,109.21","481,109.21",
,0.00,"594,198.50","74,275.00","668,473.50","668,473.50",
,0.00,"206,828.00","25,854.00","232,682.00","232,682.00",
,0.00,"295,200.00","36,900.00","332,100.00","332,100.00",
,0.00,"657,134.73","82,141.00","739,275.73","739,275.73",
,0.00,"3,943,400.00","492,925.00","4,436,325.00","4,436,325.00",
,0.00,"573,368.00","71,671.00","645,039.00","645,039.00",
,0.00,"493,588.07","61,698.00","555,286.07","555,286.07",
,0.00,"73,410.00","9,176.00","82,586.00","82,586.00",
,0.00,"601,381.12","75,173.00","676,554.12","676,554.12",
,0.00,"189,963.49","23,746.00","213,709.49","213,709.49",
,0.00,"265,135.00","33,142.00","298,277.00","298,277.00",
,0.00,"241,680.00","30,210.00","271,890.00","271,890.00",
,0.00,"7,300.00",913.00,"8,213.00","8,213.00",
,0.00,"583,238.21","72,905.00","656,143.21","656,143.21",
,0.00,"542,448.00","67,806.00","610,254.00","610,254.00",
,0.00,"10,819.49","1,352.00","12,171.49","12,171.49",
,0.00,"575,828.78","71,979.00","647,807.78","647,807.78",
,0.00,"1,405,950.00","175,744.00","1,581,694.00","1,581,694.00",
,0.00,"34,600.00","4,325.00","38,925.00","38,925.00",
,0.00,"677,290.76","84,661.00","761,951.76","761,951.76",
,0.00,"142,811.02","17,851.00","160,662.02","160,662.02",
,0.00,"568,049.84","71,007.00","639,056.84","639,056.84",
,0.00,"588,238.66","73,530.00","661,768.66","661,768.66",
,0.00,"394,800.00","49,350.00","444,150.00","444,150.00",
,0.00,"290,730.00","36,342.00","327,072.00","327,072.00",
,0.00,"562,631.14","70,328.00","632,959.14","632,959.14",
,0.00,"339,230.00","42,405.00","381,635.00","381,635.00",
,0.00,"167,046.00","20,881.00","187,927.00","187,927.00",
,0.00,"470,867.56","58,859.00","529,726.56","529,726.56",
,0.00,"592,130.00","74,016.00","666,146.00","666,146.00",
,0.00,"113,080.25","14,135.00","127,215.25","127,215.25",
,0.00,"6,116,860.00","764,609.00","6,881,469.00","6,881,469.00",
,0.00,"480,000.00","60,000.00","540,000.00","540,000.00",
,0.00,"311,642.50","38,955.00","350,597.50","350,597.50",
,0.00,"10,032,119.90","1,254,017.00","11,286,136.90","11,286,136.90",
,0.00,"897,912.00","112,239.00","1,010,151.00","1,010,151.00",
,0.00,"108,752.00","13,594.00","122,346.00","122,346.00",
,0.00,"364,532.00","45,567.00","410,099.00","410,099.00",
,0.00,"222,004.40","27,751.00","249,755.40","249,755.40",
,0.00,"3,301,149.60","412,645.00","3,713,794.60","3,713,794.60",
,0.00,"1,384,184.80","173,023.00","1,557,207.80","1,557,207.80",
,0.00,"1,125,229.00","140,654.00","1,265,883.00","1,265,883.00",
,0.00,"1,225,760.00","153,220.00","1,378,980.00","1,378,980.00",
,0.00,"3,032,510.00","379,064.00","3,411,574.00","3,411,574.00",
,0.00,"388,904.00","48,613.00","437,517.00","437,517.00",
,0.00,"252,260.00","31,533.00","283,793.00","283,793.00",
,0.00,"5,239,492.00","654,936.00","5,894,428.00","5,894,428.00",
,0.00,"728,766.25","91,095.00","819,861.25","819,861.25",
,0.00,"960,000.00","174,000.00","1,134,000.00","1,134,000.00",
,0.00,"1,000,000.00","125,000.00","1,125,000.00","1,125,000.00",
,0.00,"306,750.00","38,344.00","345,094.00","345,094.00",
,0.00,"682,821.25","85,352.00","768,173.25","768,173.25",
,0.00,"236,630.00","29,579.00","266,209.00","266,209.00",
,0.00,"108,580.00","13,573.00","122,153.00","122,153.00",
,0.00,"64,808.69","8,101.00","72,909.69","72,909.69",
,0.00,"753,525.00","94,190.00","847,715.00","847,715.00",
,0.00,"300,750.00","37,594.00","338,344.00","338,344.00",
,0.00,"28,800.00","3,600.00","32,400.00","32,400.00",
,0.00,"969,020.00","121,128.00","1,090,148.00","1,090,148.00",
,0.00,"1,471,379.00","183,923.00","1,655,302.00","1,655,302.00",
,0.00,"76,245.00","9,531.00","85,776.00","85,776.00",
,0.00,"267,100.00","33,388.00","300,488.00","300,488.00",
,0.00,"612,240.00","76,530.00","688,770.00","688,770.00",
,0.00,"91,888.00","11,487.00","103,375.00","103,375.00",
,0.00,"29,052.00","3,632.00","32,684.00","32,684.00",
,0.00,"513,300.00","64,163.00","577,463.00","577,463.00",
,0.00,"908,777.50","113,598.00","1,022,375.50","1,022,375.50",
,0.00,"867,000.00","108,375.00","975,375.00","975,375.00",
,0.00,"206,912.88","25,864.00","232,776.88","232,776.88",
,0.00,"34,906.41","4,363.00","39,269.41","39,269.41",
,0.00,"212,539.47","26,567.00","239,106.47","239,106.47",
,0.00,"710,760.00","88,845.00","799,605.00","799,605.00",
,0.00,"250,000.00","31,250.00","281,250.00","281,250.00",
,0.00,"333,806.62","41,726.00","375,532.62","375,532.62",
,0.00,"455,357.00","56,919.00","512,276.00","512,276.00",
,0.00,"1,532,200.00","191,525.00","1,723,725.00","1,723,725.00",
,0.00,"40,748.21","5,094.00","45,842.21","45,842.21",
,0.00,"944,447.63","118,056.00","1,062,503.63","1,062,503.63",
,0.00,"374,942.00","46,869.00","421,811.00","421,811.00",
,0.00,"459,280.80","57,410.00","516,690.80","516,690.80",
,0.00,"140,199.44","17,525.00","157,724.44","157,724.44",
,0.00,"13,587.50","1,698.00","15,285.50","15,285.50",
,0.00,"112,448.00","14,057.00","126,505.00","126,505.00",
,0.00,"198,761.55","24,845.00","223,606.55","223,606.55",
,0.00,"105,312.78","13,164.00","118,476.78","118,476.78",
,0.00,"25,403.50","3,175.00","28,578.50","28,578.50",
,0.00,"24,003.50","3,000.00","27,003.50","27,003.50",
,0.00,"3,117,497.75","389,689.00","3,507,186.75","3,507,186.75",
,0.00,"16,221,562.40","2,027,696.00","18,249,258.40","18,249,258.40",
,0.00,"990,448.60","123,805.00","1,114,253.60","1,114,253.60",
,0.00,"1,068,116.34","133,514.00","1,201,630.34","1,201,630.34",
,0.00,"1,747,680.00","218,460.00","1,966,140.00","1,966,140.00",
,0.00,"739,860.00","92,483.00","832,343.00","832,343.00",
,0.00,"2,857,032.00","357,129.00","3,214,161.00","3,214,161.00",
,0.00,"3,400,485.00","425,061.00","3,825,546.00","3,825,546.00",
,0.00,"1,993,500.00","249,188.00","2,242,688.00","2,242,688.00",
,0.00,"667,680.00","83,460.00","751,140.00","751,140.00",
,0.00,"40,558.49","5,070.00","45,628.49","45,628.49",
,0.00,"138,766.23","17,346.00","156,112.23","156,112.23",
,0.00,"672,480.00","84,060.00","756,540.00","756,540.00",
,0.00,"80,928.46","10,116.00","91,044.46","91,044.46",
,0.00,"199,063.49","24,883.00","223,946.49","223,946.49",
,0.00,"181,961.48","22,745.00","204,706.48","204,706.48",
,0.00,"103,448.00","12,931.00","116,379.00","116,379.00",
,0.00,"359,542.02","44,943.00","404,485.02","404,485.02",
,0.00,"285,657.71","35,708.00","321,365.71","321,365.71",
,0.00,"766,800.00","95,850.00","862,650.00","862,650.00",
,0.00,"989,122.93","123,640.00","1,112,762.93","1,112,762.93",
,0.00,"836,715.23","104,589.00","941,304.23","941,304.23",
,0.00,"153,560.56","19,195.00","172,755.56","172,755.56",
,0.00,"386,850.00","48,356.00","435,206.00","435,206.00",
,0.00,"742,961.00","92,870.00","835,831.00","835,831.00",
,0.00,"23,229.27","3,427.00","26,656.27","26,656.27",
,0.00,"259,400.00","32,425.00","291,825.00","291,825.00",
,0.00,"50,590.00","6,324.00","56,914.00","56,914.00",
,0.00,"207,978.00","25,997.00","233,975.00","233,975.00",
,0.00,"843,458.40","105,433.00","948,891.40","948,891.40",
,0.00,"271,910.00","33,989.00","305,899.00","305,899.00",
,0.00,"607,476.00","75,935.00","683,411.00","683,411.00",
,0.00,"7,944.61",993.00,"8,937.61","8,937.61",
,0.00,"182,037.00","22,754.00","204,791.00","204,791.00",
,0.00,"52,671.95","6,584.00","59,255.95","59,255.95",
,0.00,"334,362.00","41,795.00","376,157.00","376,157.00",
,0.00,"1,678,778.14","209,848.00","1,888,626.14","1,888,626.14",
,0.00,"77,810.00","9,726.00","87,536.00","87,536.00",
,0.00,"6,511,992.00","813,999.00","7,325,991.00","7,325,991.00",
,0.00,"30,000.00","3,750.00","33,750.00","33,750.00",
,0.00,"228,880.00","28,610.00","257,490.00","257,490.00",
,0.00,"500,000.00","62,500.00","562,500.00","562,500.00",
,0.00,"1,224,949.24","153,119.00","1,378,068.24","1,378,068.24",
,0.00,"1,937,003.83","242,125.00","2,179,128.83","2,179,128.83",
,0.00,"1,850,690.39","231,337.00","2,082,027.39","2,082,027.39",
,0.00,"5,576,116.00","697,014.00","6,273,130.00","6,273,130.00",
,0.00,"254,609.68","31,826.00","286,435.68","286,435.68",
,0.00,"351,757.00","43,970.00","395,727.00","395,727.00",
,0.00,485.80,61.00,546.80,546.80,
,0.00,"890,589.86","111,324.00","1,001,913.86","1,001,913.86",
,0.00,"2,004,064.43","250,509.00","2,254,573.43","2,254,573.43",
,0.00,"89,779.48","11,222.00","101,001.48","101,001.48",
,0.00,"248,723.16","31,091.00","279,814.16","279,814.16",
,0.00,"248,723.16","31,091.00","279,814.16","279,814.16",
,0.00,"142,837.05","17,855.00","160,692.05","160,692.05",
,0.00,"105,000.00","19,031.00","124,031.00","124,031.00",
,0.00,"731,829.17","132,643.00","864,472.17","864,472.17",
,0.00,"720,000.00","130,500.00","850,500.00","850,500.00",
,0.00,"1,698,270.00","307,812.00","2,006,082.00","2,006,082.00",
,0.00,"1,485,810.00","269,302.00","1,755,112.00","1,755,112.00",
,0.00,"154,875.00","28,070.00","182,945.00","182,945.00",
,0.00,"76,288.38","13,827.00","90,115.38","90,115.38",
,0.00,"77,181.85","13,989.00","91,170.85","91,170.85",
,0.00,"100,000.00","18,125.00","118,125.00","118,125.00",
,0.00,"7,315,350.00","1,079,015.00","8,394,365.00","8,394,365.00",
,0.00,"1,699,458.55","250,670.00","1,950,128.55","1,950,128.55",
,0.00,"5,164,950.00","761,830.00","5,926,780.00","5,926,780.00",
,0.00,"5,363,390.00","791,100.00","6,154,490.00","6,154,490.00",
,0.00,"781,915.68","115,332.00","897,247.68","897,247.68",
,0.00,"1,252,500.00","184,744.00","1,437,244.00","1,437,244.00",
