,9,,.,,CU1.22MCFINEPT-90,,KG,1080,,520.12,"561,729.60",,,,PI001289,,85,01-06-2015,,,PA001271,,85,,01-06-2015,,,,SH001300,,85,,,01-06-2015,,,,,,,SI001304,85,,,,01-06-2015,,,,,,,,,,,,,
,10,,.,,CU1.9MPMEDPT-180,,KG,5220,,492.12,"2,568,866.40",,,,PI001290,,601,01-06-2015,,,PA001272,,601,,01-06-2015,,,,SH001301,,601,,,01-06-2015,,,,,,,SI001305,601,,,,01-06-2015,,,,,,,,,,,,,
,11,,.,,CU0.6MPFINEPT-90,,KG,1260,,489.12,"616,291.20",,,,PI001298,,83,02-06-2015,,,PA001280,,83,,02-06-2015,,,,SH001308,,83,,,02-06-2015,,,,,,,SI001314,83,,,,02-06-2015,,,,,,,,,,,,,
,12,,.,,CU0.7MPMEDPT-90,,KG,4230,,489.12,"2,068,977.60",,,,PI001299,,469,02-06-2015,,,PA001281,,469,,02-06-2015,,,,SH001309,,469,,,02-06-2015,,,,,,,SI001315,469,,,,02-06-2015,,,,,,,,,,,,,
,13,,.,,CU0.78DCFINEPT-90,,KG,900,,500.12,"450,108.00",,,,PI001300,,76,02-06-2015,,,PA001282,,76,,02-06-2015,,,,SH001310,,76,,,02-06-2015,,,,,,,SI001316,76,,,,02-06-2015,,,,,,,,,,,,,
,14,,.,,CU0.8DCFINEPT-90,,KG,3420,,500.12,"1,710,410.40",,,,PI001302,,171,02-06-2015,,,PA001283,,171,,02-06-2015,,,,SH001311,,171,,,02-06-2015,,,,,,,SI001317,171,,,,02-06-2015,,,,,,,,,,,,,
,15,,.,,CU0.83DCFINEPT-90,,KG,7830,,500.12,"3,915,939.60",,,,PI001303,,457,02-06-2015,,,PA001284,,457,,02-06-2015,,,,SH001312,,457,,,02-06-2015,,,,,,,SI001318,457,,,,02-06-2015,,,,,,,,,,,,,
,16,,.,,CU0.85DCMEDPT-90,,KG,3060,,500.12,"1,530,367.20",,,,PI001304,,320,02-06-2015,,,PA001286,,320,,02-06-2015,,,,SH001314,,320,,,02-06-2015,,,,,,,SI001319,320,,,,02-06-2015,,,,,,,,,,,,,
,17,,.,,CU0.9MPFINEPT-90,,KG,2430,,489.12,"1,188,561.60",,,,PI001305,,236,02-06-2015,,,PA001287,,236,,02-06-2015,,,,SH001315,,236,,,02-06-2015,,,,,,,SI001320,236,,,,02-06-2015,,,,,,,,,,,,,
,18,,.,,CU0.9DCMEDPT-90,,KG,10000,,499.12,"4,991,200.00",,,,PI001306,,169,02-06-2015,,,PA001288,,169,,02-06-2015,,,,SH001316,,169,,,02-06-2015,,,,,,,SI001321,169,,,,02-06-2015,,,,,,,,,,,,,
,19,,.,,CU1.05DCMEDPT-90,,KG,1530,,499.12,"763,653.60",,,,PI001307,,235,02-06-2015,,,PA001289,,235,,02-06-2015,,,,SH001317,,235,,,02-06-2015,,,,,,,SI001322,235,,,,02-06-2015,,,,,,,,,,,,,
,20,,.,,CU1.15DCFINEPT-180,,KG,720,,499.12,"359,366.40",,,,PI001308,,354,02-06-2015,,,PA001290,,354,,02-06-2015,,,,SH001318,,354,,,02-06-2015,,,,,,,SI001323,354,,,,02-06-2015,,,,,,,,,,,,,
,21,,.,,CU1.22MCFINEPT-90,,KG,1080,,520.12,"561,729.60",,,,PI001309,,67,02-06-2015,,,PA001291,,67,,02-06-2015,,,,SH001319,,67,,,02-06-2015,,,,,,,SI001324,67,,,,02-06-2015,,,,,,,,,,,,,
,22,,.,,CU1.3MCFINEPT-180,,KG,900,,520.12,"468,108.00",,,,PI001310,,350,02-06-2015,,,PA001292,,350,,02-06-2015,,,,SH001320,,350,,,02-06-2015,,,,,,,SI001325,350,,,,02-06-2015,,,,,,,,,,,,,
,23,,.,,CU1.9MPMEDPT-180,,KG,5220,,492.12,"2,568,866.40",,,,PI001311,,518,02-06-2015,,,PA001293,,518,,02-06-2015,,,,SH001321,,518,,,02-06-2015,,,,,,,SI001326,518,,,,02-06-2015,,,,,,,,,,,,,
,24,,.,,CU0.6MPFINEPT-90,,KG,1260,,489.12,"616,291.20",,,,PI001327,,75,03-06-2015,,,PA001308,,75,,03-06-2015,,,,SH001336,,75,,,03-06-2015,,,,,,,SI001344,75,,,,03-06-2015,,,,,,,,,,,,,
,25,,.,,CU0.7MPMEDPT-90,,KG,4230,,489.12,"2,068,977.60",,,,PI001328,,315,03-06-2015,,,PA001309,,315,,03-06-2015,,,,SH001337,,315,,,03-06-2015,,,,,,,SI001345,315,,,,03-06-2015,,,,,,,,,,,,,
,26,,.,,CU0.78DCFINEPT-90,,KG,900,,500.12,"450,108.00",,,,PI001329,,85,03-06-2015,,,PA001310,,85,,03-06-2015,,,,SH001338,,85,,,03-06-2015,,,,,,,SI001346,85,,,,03-06-2015,,,,,,,,,,,,,
,27,,.,,CU0.8DCFINEPT-90,,KG,3420,,500.12,"1,710,410.40",,,,PI001330,,338,03-06-2015,,,PA001311,,338,,03-06-2015,,,,SH001339,,338,,,03-06-2015,,,,,,,SI001347,338,,,,03-06-2015,,,,,,,,,,,,,
,28,,.,,CU0.83DCFINEPT-90,,KG,7830,,500.12,"3,915,939.60",,,,PI001331,,555,03-06-2015,,,PA001312,,555,,03-06-2015,,,,SH001340,,555,,,03-06-2015,,,,,,,SI001348,555,,,,03-06-2015,,,,,,,,,,,,,
,29,,.,,CU0.9MPFINEPT-90,,KG,2430,,489.12,"1,188,561.60",,,,PI001332,,283,03-06-2015,,,PA001313,,283,,03-06-2015,,,,SH001341,,283,,,03-06-2015,,,,,,,SI001349,283,,,,03-06-2015,,,,,,,,,,,,,
,30,,.,,CU0.9DCMEDPT-90,,KG,10000,,499.12,"4,991,200.00",,,,PI001333,,108,03-06-2015,,,PA001314,,108,,03-06-2015,,,,SH001342,,108,,,03-06-2015,,,,,,,SI001350,108,,,,03-06-2015,,,,,,,,,,,,,
,31,,.,,CU1DCMEDPT-90,,KG,2070,,499.12,"1,033,178.40",,,,PI001334,,470,03-06-2015,,,PA001315,,470,,03-06-2015,,,,SH001343,,470,,,03-06-2015,,,,,,,SI001351,470,,,,03-06-2015,,,,,,,,,,,,,
,32,,.,,CU1DCFINEPT90,,KG,6210,,498.12,"3,093,325.20",,,,PI001335,,396,03-06-2015,,,PA001316,,396,,03-06-2015,,,,SH001344,,396,,,03-06-2015,,,,,,,SI001352,396,,,,03-06-2015,,,,,,,,,,,,,
,33,,.,,CU1.05DCMEDPT-90,,KG,1530,,499.12,"763,653.60",,,,PI001336,,172,03-06-2015,,,PA001317,,172,,03-06-2015,,,,SH001345,,172,,,03-06-2015,,,,,,,SI001353,172,,,,03-06-2015,,,,,,,,,,,,,
,34,,.,,CU1.22MCFINEPT-90,,KG,1080,,520.12,"561,729.60",,,,PI001337,,255,03-06-2015,,,PA001318,,255,,03-06-2015,,,,SH001346,,255,,,03-06-2015,,,,,,,SI001354,255,,,,03-06-2015,,,,,,,,,,,,,
,35,,.,,CU1.9MPMEDPT-180,,KG,5220,,492.12,"2,568,866.40",,,,PI001338,,623,03-06-2015,,,PA001319,,623,,03-06-2015,,,,SH001347,,623,,,03-06-2015,,,,,,,SI001355,623,,,,03-06-2015,,,,,,,,,,,,,
,36,,.,,CU0.6MPFINEPT-90,,KG,1260,,489.12,"616,291.20",,,,PI001354,,242,04-06-2015,,,PA001335,,242,,04-06-2015,,,,SH001363,,242,,,04-06-2015,,,,,,,SI001373,242,,,,04-06-2015,,,,,,,,,,,,,
,37,,.,,CU0.7MPMEDPT-90,,KG,4230,,489.12,"2,068,977.60",,,,PI001355,,466,04-06-2015,,,PA001336,,466,,04-06-2015,,,,SH001364,,466,,,04-06-2015,,,,,,,SI001374,466,,,,04-06-2015,,,,,,,,,,,,,
,38,,.,,CU0.8DCFINEPT-90,,KG,3420,,500.12,"1,710,410.40",,,,PI001356,,338,04-06-2015,,,PA001337,,338,,04-06-2015,,,,SH001365,,338,,,04-06-2015,,,,,,,SI001375,338,,,,04-06-2015,,,,,,,,,,,,,
,39,,.,,CU0.9MPFINEPT-90,,KG,2430,,489.12,"1,188,561.60",,,,PI001357,,152,04-06-2015,,,PA001338,,152,,04-06-2015,,,,SH001366,,152,,,04-06-2015,,,,,,,SI001376,152,,,,04-06-2015,,,,,,,,,,,,,
,40,,.,,CU1.05DCMEDPT-90,,KG,1530,,499.12,"763,653.60",,,,PI001358,,217,04-06-2015,,,PA001339,,217,,04-06-2015,,,,SH001367,,217,,,04-06-2015,,,,,,,SI001377,217,,,,04-06-2015,,,,,,,,,,,,,
,41,,.,,CU0.9DCMEDPT-90,,KG,10000,,499.12,"4,991,200.00",,,,PI001359,,473,04-06-2015,,,PA001340,,473,,04-06-2015,,,,SH001368,,473,,,04-06-2015,,,,,,,SI001378,473,,,,04-06-2015,,,,,,,,,,,,,
,42,,.,,CU1.05MCMEDPT-90,,KG,180,,520.12,"93,621.60",,,,PI001360,,165,04-06-2015,,,PA001341,,165,,04-06-2015,,,,SH001369,,165,,,04-06-2015,,,,,,,SI001379,165,,,,04-06-2015,,,,,,,,,,,,,
,43,,.,,CU1.22MCFINEPT-90,,KG,1080,,520.12,"561,729.60",,,,PI001361,,85,04-06-2015,,,PA001342,,85,,04-06-2015,,,,SH001370,,85,,,04-06-2015,,,,,,,SI001380,85,,,,04-06-2015,,,,,,,,,,,,,
,44,,.,,CU1.9MPMEDPT-180,,KG,5220,,492.12,"2,568,866.40",,,,PI001362,,553,04-06-2015,,,PA001343,,553,,04-06-2015,,,,SH001371,,553,,,04-06-2015,,,,,,,SI001381,553,,,,04-06-2015,,,,,,,,,,,,,
,45,,.,,CU0.6MPFINEPT-90,,KG,1260,,489.12,"616,291.20",,,,PI001377,,81,05-06-2015,,,PA001358,,81,,05-06-2015,,,,SH001386,,81,,,05-06-2015,,,,,,,SI001399,81,,,,05-06-2015,,,,,,,,,,,,,
,46,,.,,CU0.7MPMEDPT-90,,KG,4230,,489.12,"2,068,977.60",,,,PI001379,,423,05-06-2015,,,PA001360,,423,,05-06-2015,,,,SH001388,,423,,,05-06-2015,,,,,,,SI001401,423,,,,05-06-2015,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1 of,,,,,, 50,,
,"29-Jul-2015 , 4.41 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,G.K. WINDING WIRES LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sales Order Tracking,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,From,,,,,,,,To,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-06-2015,,,,,,,30-06-2015
,,Customer Name,,,,Denso India Ltd.,,,,,,,Order Date,,,01-06-2015,,,Mode,,,APPROVED,,,,,Status,,,CLOSE,,,Warehouse,,,FINISHED GOODS - SEC,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Order No.,,,SO000622,,,,,,,,,,,,,,,,,,,,,,,,,,,Ext Document No.,,,,,,,,,Ext Document Date,,,,,,,,,,,
S. No.,,,,Item Description,,,Unit,Qty,,Price,Order Value,,,Pick,,,,,,Pack,,,,,,,,Shipment,,,,,,,Intimation,,,,,Invoice,,,,,,,,,RMA,,,,,,,,,,
,,,,,,,,,,,,,,Pick No.,,,Qty,Date,,Pack No.,,,Qty,Date,,,,Ship No.,,,Qty,Date,,,Intm No.,,Qty,Date,,Invoice No.,,Qty,,,Date,,,,RMA No.,,,,Qty,,,Date,,,
,47,,.,,CU0.78DCFINEPT-90,,KG,900,,500.12,"450,108.00",,,,PI001380,,85,05-06-2015,,,PA001361,,85,,05-06-2015,,,,SH001389,,85,,,05-06-2015,,,,,,,SI001402,85,,,,05-06-2015,,,,,,,,,,,,,
,48,,.,,CU0.8DCFINEPT-90,,KG,3420,,500.12,"1,710,410.40",,,,PI001381,,254,05-06-2015,,,PA001362,,254,,05-06-2015,,,,SH001390,,254,,,05-06-2015,,,,,,,SI001403,254,,,,05-06-2015,,,,,,,,,,,,,
,49,,.,,CU0.83DCFINEPT-90,,KG,7830,,500.12,"3,915,939.60",,,,PI001382,,643,05-06-2015,,,PA001363,,643,,05-06-2015,,,,SH001391,,643,,,05-06-2015,,,,,,,SI001404,643,,,,05-06-2015,,,,,,,,,,,,,
,50,,.,,CU0.85DCMEDPT-90,,KG,3060,,500.12,"1,530,367.20",,,,PI001383,,334,05-06-2015,,,PA001364,,334,,05-06-2015,,,,SH001392,,334,,,05-06-2015,,,,,,,SI001405,334,,,,05-06-2015,,,,,,,,,,,,,
,51,,.,,CU0.9MPFINEPT-90,,KG,2430,,489.12,"1,188,561.60",,,,PI001384,,322,05-06-2015,,,PA001365,,322,,05-06-2015,,,,SH001393,,322,,,05-06-2015,,,,,,,SI001406,322,,,,05-06-2015,,,,,,,,,,,,,
,52,,.,,CU0.9DCMEDPT-90,,KG,10000,,499.12,"4,991,200.00",,,,PI001385,,893,05-06-2015,,,PA001366,,893,,05-06-2015,,,,SH001394,,893,,,05-06-2015,,,,,,,SI001407,893,,,,05-06-2015,,,,,,,,,,,,,
,53,,.,,CU1DCMEDPT-90,,KG,2070,,499.12,"1,033,178.40",,,,PI001386,,447,05-06-2015,,,PA001367,,447,,05-06-2015,,,,SH001395,,447,,,05-06-2015,,,,,,,SI001408,447,,,,05-06-2015,,,,,,,,,,,,,
,54,,.,,CU1DCFINEPT90,,KG,6210,,498.12,"3,093,325.20",,,,PI001387,,488,05-06-2015,,,PA001368,,488,,05-06-2015,,,,SH001396,,488,,,05-06-2015,,,,,,,SI001409,488,,,,05-06-2015,,,,,,,,,,,,,
,55,,.,,CU1.05DCMEDPT-90,,KG,1530,,499.12,"763,653.60",,,,PI001388,,187,05-06-2015,,,PA001369,,187,,05-06-2015,,,,SH001397,,187,,,05-06-2015,,,,,,,SI001410,187,,,,05-06-2015,,,,,,,,,,,,,
,56,,.,,CU1.22MCFINEPT-90,,KG,1080,,520.12,"561,729.60",,,,PI001389,,171,05-06-2015,,,PA001370,,171,,05-06-2015,,,,SH001398,,171,,,05-06-2015,,,,,,,SI001411,171,,,,05-06-2015,,,,,,,,,,,,,
,57,,.,,CU1.3MCFINEPT-180,,KG,900,,520.12,"468,108.00",,,,PI001390,,165,05-06-2015,,,PA001371,,165,,05-06-2015,,,,SH001399,,165,,,05-06-2015,,,,,,,SI001412,165,,,,05-06-2015,,,,,,,,,,,,,
,58,,.,,CU1.9MPMEDPT-180,,KG,5220,,492.12,"2,568,866.40",,,,PI001391,,415,05-06-2015,,,PA001372,,415,,05-06-2015,,,,SH001400,,415,,,05-06-2015,,,,,,,SI001413,415,,,,05-06-2015,,,,,,,,,,,,,
,59,,.,,CU0.6MPFINEPT-90,,KG,1260,,489.12,"616,291.20",,,,PI001409,,81,06-06-2015,,,PA001390,,81,,06-06-2015,,,,SH001418,,81,,,06-06-2015,,,,,,,SI001432,81,,,,06-06-2015,,,,,,,,,,,,,
,60,,.,,CU0.7MPMEDPT-90,,KG,4230,,489.12,"2,068,977.60",,,,PI001410,,471,06-06-2015,,,PA001391,,471,,06-06-2015,,,,SH001419,,471,,,06-06-2015,,,,,,,SI001433,471,,,,06-06-2015,,,,,,,,,,,,,
,61,,.,,CU0.78DCFINEPT-90,,KG,900,,500.12,"450,108.00",,,,PI001412,,170,06-06-2015,,,PA001393,,170,,06-06-2015,,,,SH001421,,170,,,06-06-2015,,,,,,,SI001435,170,,,,06-06-2015,,,,,,,,,,,,,
,62,,.,,CU0.8DCFINEPT-90,,KG,3420,,500.12,"1,710,410.40",,,,PI001413,,298,06-06-2015,,,PA001394,,298,,06-06-2015,,,,SH001422,,298,,,06-06-2015,,,,,,,SI001436,298,,,,06-06-2015,,,,,,,,,,,,,
,63,,.,,CU0.83DCFINEPT-90,,KG,7830,,500.12,"3,915,939.60",,,,PI001414,,1005,06-06-2015,,,PA001395,,1005,,06-06-2015,,,,SH001423,,1005,,,06-06-2015,,,,,,,SI001437,1005,,,,06-06-2015,,,,,,,,,,,,,
,64,,.,,CU0.85DCMEDPT-90,,KG,3060,,500.12,"1,530,367.20",,,,PI001415,,745,06-06-2015,,,PA001396,,745,,06-06-2015,,,,SH001424,,745,,,06-06-2015,,,,,,,SI001438,745,,,,06-06-2015,,,,,,,,,,,,,
,65,,.,,CU0.9MPFINEPT-90,,KG,2430,,489.12,"1,188,561.60",,,,PI001416,,165,06-06-2015,,,PA001397,,165,,06-06-2015,,,,SH001425,,165,,,06-06-2015,,,,,,,SI001439,165,,,,06-06-2015,,,,,,,,,,,,,
,66,,.,,CU0.9DCMEDPT-90,,KG,10000,,499.12,"4,991,200.00",,,,PI001418,,1031,06-06-2015,,,PA001398,,1031,,06-06-2015,,,,SH001426,,1031,,,06-06-2015,,,,,,,SI001440,1031,,,,06-06-2015,,,,,,,,,,,,,
,67,,.,,CU1DCFINEPT90,,KG,6210,,498.12,"3,093,325.20",,,,PI001419,,967,06-06-2015,,,PA001399,,967,,06-06-2015,,,,SH001427,,967,,,06-06-2015,,,,,,,SI001441,967,,,,06-06-2015,,,,,,,,,,,,,
,68,,.,,CU1.05DCMEDPT-90,,KG,1530,,499.12,"763,653.60",,,,PI001420,,222,06-06-2015,,,PA001401,,222,,06-06-2015,,,,SH001428,,222,,,06-06-2015,,,,,,,SI001442,222,,,,06-06-2015,,,,,,,,,,,,,
,69,,.,,CU1.22MCFINEPT-90,,KG,1080,,520.12,"561,729.60",,,,PI001421,,85,06-06-2015,,,PA001402,,85,,06-06-2015,,,,SH001430,,85,,,06-06-2015,,,,,,,SI001443,85,,,,06-06-2015,,,,,,,,,,,,,
,70,,.,,CU0.83DCFINEPT-90,,KG,7830,,500.12,"3,915,939.60",,,,PI001491,,834,11-06-2015,,,PA001471,,834,,11-06-2015,,,,SH001500,,834,,,11-06-2015,,,,,,,SI001520,834,,,,11-06-2015,,,,,,,,,,,,,
,71,,.,,CU0.85DCMEDPT-90,,KG,3060,,500.12,"1,530,367.20",,,,PI001492,,376,11-06-2015,,,PA001472,,376,,11-06-2015,,,,SH001501,,376,,,11-06-2015,,,,,,,SI001521,376,,,,11-06-2015,,,,,,,,,,,,,
,72,,.,,CU0.9DCMEDPT-90,,KG,10000,,499.12,"4,991,200.00",,,,PI001493,,1771,11-06-2015,,,PA001473,,1771,,11-06-2015,,,,SH001502,,1771,,,11-06-2015,,,,,,,SI001522,1771,,,,11-06-2015,,,,,,,,,,,,,
,73,,.,,CU1DCFINEPT90,,KG,6210,,498.12,"3,093,325.20",,,,PI001494,,485,11-06-2015,,,PA001474,,485,,11-06-2015,,,,SH001503,,485,,,11-06-2015,,,,,,,SI001523,485,,,,11-06-2015,,,,,,,,,,,,,
,74,,.,,CU1.05DCMEDPT-90,,KG,1530,,499.12,"763,653.60",,,,PI001495,,346,11-06-2015,,,PA001475,,346,,11-06-2015,,,,SH001504,,346,,,11-06-2015,,,,,,,SI001524,346,,,,11-06-2015,,,,,,,,,,,,,
,75,,.,,CU1.22MCFINEPT-90,,KG,1080,,520.12,"561,729.60",,,,PI001496,,74,11-06-2015,,,PA001476,,74,,11-06-2015,,,,SH001505,,74,,,11-06-2015,,,,,,,SI001525,74,,,,11-06-2015,,,,,,,,,,,,,
,76,,.,,CU1.9MPMEDPT-180,,KG,5220,,492.12,"2,568,866.40",,,,PI001497,,652,11-06-2015,,,PA001477,,652,,11-06-2015,,,,SH001506,,652,,,11-06-2015,,,,,,,SI001526,652,,,,11-06-2015,,,,,,,,,,,,,
,77,,.,,CU0.83DCFINEPT-90,,KG,7830,,500.12,"3,915,939.60",,,,PI001519,,825,12-06-2015,,,PA001499,,825,,12-06-2015,,,,SH001528,,825,,,12-06-2015,,,,,,,SI001549,825,,,,12-06-2015,,,,,,,,,,,,,
,78,,.,,CU0.85DCMEDPT-90,,KG,3060,,500.12,"1,530,367.20",,,,PI001520,,418,12-06-2015,,,PA001500,,418,,12-06-2015,,,,SH001529,,418,,,12-06-2015,,,,,,,SI001550,418,,,,12-06-2015,,,,,,,,,,,,,
,79,,.,,CU0.9DCMEDPT-90,,KG,10000,,499.12,"4,991,200.00",,,,PI001521,,779,12-06-2015,,,PA001501,,779,,12-06-2015,,,,SH001530,,779,,,12-06-2015,,,,,,,SI001551,779,,,,12-06-2015,,,,,,,,,,,,,
,80,,.,,CU1DCMEDPT-90,,KG,2070,,499.12,"1,033,178.40",,,,PI001522,,475,12-06-2015,,,PA001502,,475,,12-06-2015,,,,SH001531,,475,,,12-06-2015,,,,,,,SI001552,475,,,,12-06-2015,,,,,,,,,,,,,
,81,,.,,CU1DCFINEPT90,,KG,6210,,498.12,"3,093,325.20",,,,PI001523,,491,12-06-2015,,,PA001503,,491,,12-06-2015,,,,SH001532,,491,,,12-06-2015,,,,,,,SI001553,491,,,,12-06-2015,,,,,,,,,,,,,
,82,,.,,CU1.22MCFINEPT-90,,KG,1080,,520.12,"561,729.60",,,,PI001524,,83,12-06-2015,,,PA001504,,83,,12-06-2015,,,,SH001533,,83,,,12-06-2015,,,,,,,SI001554,83,,,,12-06-2015,,,,,,,,,,,,,
,83,,.,,CU0.95MCMEDPT-90,,KG,90,,520.12,"46,810.80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,84,,.,,CU0.95DCMEDPT-90,,KG,9360,,499.12,"4,671,763.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Customer Name,,,,Rama Trading Co,,,,,,,Order Date,,,01-06-2015,,,Mode,,,APPROVED,,,,,Status,,,CLOSE,,,Warehouse,,,FINISHED GOODS - SEC,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Order No.,,,SO000623,,,,,,,,,,,,,,,,,,,,,,,,,,,Ext Document No.,,,,,,,,,Ext Document Date,,,,,,,,,,,
S. No.,,,,Item Description,,,Unit,Qty,,Price,Order Value,,,Pick,,,,,,Pack,,,,,,,,Shipment,,,,,,,Intimation,,,,,Invoice,,,,,,,,,RMA,,,,,,,,,,
,,,,,,,,,,,,,,Pick No.,,,Qty,Date,,Pack No.,,,Qty,Date,,,,Ship No.,,,Qty,Date,,,Intm No.,,Qty,Date,,Invoice No.,,Qty,,,Date,,,,RMA No.,,,,Qty,,,Date,,,
,1,,.,,CU26MPMEDPT-25,,KG,166.915,,491.99,"82,120.51",,,,PI001282,,166.915,01-06-2015,,,PA001264,,166.915,,01-06-2015,,,,SH001294,,166.915,,,01-06-2015,,,,,,,SI001307,166.915,,,,01-06-2015,,,,,,,,,,,,,
,,Customer Name,,,,Mandeep Cables P Ltd,,,,,,,Order Date,,,01-06-2015,,,Mode,,,APPROVED,,,,,Status,,,CLOSE,,,Warehouse,,,FINISHED GOODS - CW - ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Order No.,,,SO000624,,,,,,,,,,,,,,,,,,,,,,,,,,,Ext Document No.,,,,,,,,,Ext Document Date,,,,,,,,,,,
S. No.,,,,Item Description,,,Unit,Qty,,Price,Order Value,,,Pick,,,,,,Pack,,,,,,,,Shipment,,,,,,,Intimation,,,,,Invoice,,,,,,,,,RMA,,,,,,,,,,
,,,,,,,,,,,,,,Pick No.,,,Qty,Date,,Pack No.,,,Qty,Date,,,,Ship No.,,,Qty,Date,,,Intm No.,,Qty,Date,,Invoice No.,,Qty,,,Date,,,,RMA No.,,,,Qty,,,Date,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2 of,,,,,, 50,,
,"29-Jul-2015 , 4.41 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,G.K. WINDING WIRES LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sales Order Tracking,,,,,,,,,,,,,,,
