,,SI000013,02-04-2015,INR,Denso India Ltd.,,215.060,KG,,98265.215,,0.000,,,0.000,0.000,0.000,12283.000,0.000,4422.000,1105.000,0.000,116075.215,,,,,,,
,,SI000015,02-04-2015,INR,DixonTechnologies (India) ,,60.000,KG,,29850.000,,0.000,,,0.000,672.000,0.000,3731.000,0.000,0.000,0.000,0.000,34253.000,,,,,,,
,,SI000016,02-04-2015,INR,DixonTechnologies (India) ,,400.370,KG,,208124.515,,0.000,,,0.000,4683.000,0.000,26016.000,0.000,0.000,0.000,0.000,238823.515,,,,,,,
,,SI000017,02-04-2015,INR,Nrjee System U-II,,437.135,KG,,232496.180,,0.000,,,0.000,0.000,0.000,29062.000,0.000,10462.000,2616.000,0.000,274636.180,,,,,,,
,,SI000018,02-04-2015,INR,Kanik Electronics Pvt Ltd,,1110.050,KG,,559720.512,,0.000,,,0.000,12594.000,0.000,69965.000,0.000,0.000,0.000,0.000,642279.512,,,,,,,
,,SI000019,02-04-2015,INR,Mandeep Cables P Ltd,,2961.000,KG,,25168.500,,0.000,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25168.500,,,,,,,
,,SI000020,02-04-2015,INR,Vardhman Electrical ,,563.110,KG,,285795.445,,0.000,,,6431.000,0.000,0.000,35724.000,0.000,0.000,0.000,0.000,327950.445,,,,,,,
,,SI000021,02-04-2015,INR,G K WINDING WIRES ,,1111.125,KG,,544750.825,,0.000,,,0.000,0.000,0.000,68093.000,0.000,0.000,0.000,0.000,612843.825,,,,,,,
,,SI000022,02-04-2015,INR,G K WINDING WIRES ,,200.140,KG,,53467.401,,0.000,,,0.000,0.000,0.000,6683.000,0.000,0.000,0.000,0.000,60150.401,,,,,,,
,,SI000023,02-04-2015,INR,G K WINDING WIRES ,,2363.605,KG,,1224563.355,,0.000,,,0.000,0.000,0.000,153070.000,0.000,0.000,0.000,0.000,1377633.355,,,,,,,
,,SI000024,02-04-2015,INR,G K WINDING WIRES ,,833.595,KG,,222004.398,,0.000,,,0.000,0.000,0.000,27751.000,0.000,0.000,0.000,0.000,249755.398,,,,,,,
,,SI000025,03-04-2015,INR,HONDA SIEL POWER ,,1943.585,KG,,954224.158,,0.000,,,0.000,0.000,0.000,119278.000,0.000,42940.000,10735.000,0.000,1127177.158,,,,,,,
,,SI000026,03-04-2015,INR,Denso India Ltd.,,82.655,KG,,37518.758,,0.000,,,0.000,0.000,0.000,4690.000,0.000,1688.000,422.000,0.000,44318.758,,,,,,,
,,SI000027,03-04-2015,INR,Denso India Ltd.,,312.210,KG,,141718.363,,0.000,,,0.000,0.000,0.000,17715.000,0.000,6377.000,1594.000,0.000,167404.363,,,,,,,
,,SI000028,03-04-2015,INR,Denso India Ltd.,,81.540,KG,,37909.577,,0.000,,,0.000,0.000,0.000,4739.000,0.000,1706.000,426.000,0.000,44780.577,,,,,,,
,,SI000029,03-04-2015,INR,Denso India Ltd.,,398.275,KG,,185166.013,,0.000,,,0.000,0.000,0.000,23146.000,0.000,8332.000,2083.000,0.000,218727.013,,,,,,,
,,SI000030,03-04-2015,INR,Denso India Ltd.,,718.995,KG,,334275.155,,0.000,,,0.000,0.000,0.000,41784.000,0.000,15042.000,3761.000,0.000,394862.155,,,,,,,
,,SI000031,03-04-2015,INR,Denso India Ltd.,,279.520,KG,,129954.438,,0.000,,,0.000,0.000,0.000,16244.000,0.000,5848.000,1462.000,0.000,153508.438,,,,,,,
,,SI000032,03-04-2015,INR,Denso India Ltd.,,234.260,KG,,106335.299,,0.000,,,0.000,0.000,0.000,13292.000,0.000,4785.000,1196.000,0.000,125608.299,,,,,,,
,,SI000033,03-04-2015,INR,Denso India Ltd.,,538.765,KG,,249943.859,,0.000,,,0.000,0.000,0.000,31243.000,0.000,11247.000,2812.000,0.000,295245.859,,,,,,,
,,SI000034,03-04-2015,INR,Denso India Ltd.,,503.465,KG,,233064.018,,0.000,,,0.000,0.000,0.000,29133.000,0.000,10488.000,2622.000,0.000,275307.018,,,,,,,
,,SI000035,03-04-2015,INR,Denso India Ltd.,,251.385,KG,,116622.529,,0.000,,,0.000,0.000,0.000,14578.000,0.000,5248.000,1312.000,0.000,137760.529,,,,,,,
,,SI000036,03-04-2015,INR,Denso India Ltd.,,178.160,KG,,82651.987,,0.000,,,0.000,0.000,0.000,10331.000,0.000,3719.000,930.000,0.000,97631.987,,,,,,,
,,SI000037,03-04-2015,INR,Denso India Ltd.,,84.185,KG,,40822.990,,0.000,,,0.000,0.000,0.000,5103.000,0.000,1837.000,459.000,0.000,48221.990,,,,,,,
,,SI000038,03-04-2015,INR,Denso India Ltd.,,186.260,KG,,90321.199,,0.000,,,0.000,0.000,0.000,11290.000,0.000,4064.000,1016.000,0.000,106691.199,,,,,,,
,,SI000039,03-04-2015,INR,Denso India Ltd.,,300.820,KG,,137450.674,,0.000,,,0.000,0.000,0.000,17181.000,0.000,6185.000,1546.000,0.000,162362.674,,,,,,,
,,SI000042,03-04-2015,INR,ONKAR ENGINE & GEN ,,1130.110,KG,,528774.413,,0.000,,,0.000,0.000,0.000,66097.000,0.000,23794.000,5949.000,0.000,624614.413,,,,,,,
,,SI000043,03-04-2015,INR,ANU INDUSTRIES LTD ,,504.480,KG,,282639.965,,0.000,,1000.000,0.000,6359.000,0.000,35330.000,0.000,0.000,0.000,0.000,325328.965,,,,,,,
,,SI000044,03-04-2015,INR,DixonTechnologies (India) ,,368.850,KG,,191517.986,,0.000,,,0.000,4309.000,0.000,23940.000,0.000,0.000,0.000,0.000,219766.986,,,,,,,
,,SI000045,03-04-2015,INR,N.J.ELECTRONICS,,305.595,KG,,160202.067,,0.000,,,0.000,0.000,0.000,20025.000,0.000,7209.000,1802.000,0.000,189238.067,,,,,,,
,,SI000046,03-04-2015,INR,N.J.ELECTRONICS,,99.430,KG,,56399.679,,0.000,,,0.000,0.000,0.000,7050.000,0.000,2538.000,634.000,0.000,66621.679,,,,,,,
,,SI000047,03-04-2015,INR,G K WINDING WIRES ,,3378.475,KG,,1588954.779,,0.000,,,0.000,0.000,0.000,198619.000,0.000,0.000,0.000,0.000,1787573.779,,,,,,,
,,SI000048,03-04-2015,INR,G K WINDING WIRES ,,1171.740,KG,,585971.451,,0.000,,,0.000,0.000,0.000,73247.000,0.000,0.000,0.000,0.000,659218.451,,,,,,,
,,SI000049,03-04-2015,INR,G K WINDING WIRES ,,92.175,KG,,50696.250,,0.000,,,0.000,0.000,0.000,6337.000,0.000,0.000,0.000,0.000,57033.250,,,,,,,
,,SI000050,04-04-2015,INR,Denso India Ltd.,,85.545,KG,,38830.590,,0.000,,,0.000,0.000,0.000,4854.000,0.000,1747.000,437.000,0.000,45868.590,,,,,,,
,,SI000051,04-04-2015,INR,Denso India Ltd.,,395.600,KG,,179570.750,,0.000,,,0.000,0.000,0.000,22446.000,0.000,8081.000,2020.000,0.000,212117.750,,,,,,,
,,SI000052,04-04-2015,INR,Denso India Ltd.,,76.140,KG,,34561.470,,0.000,,,0.000,0.000,0.000,4320.000,0.000,1555.000,389.000,0.000,40825.470,,,,,,,
,,SI000053,04-04-2015,INR,Denso India Ltd.,,81.590,KG,,37932.820,,0.000,,,0.000,0.000,0.000,4742.000,0.000,1707.000,427.000,0.000,44808.820,,,,,,,
,,SI000054,04-04-2015,INR,Denso India Ltd.,,243.160,KG,,113049.950,,0.000,,,0.000,0.000,0.000,14131.000,0.000,5087.000,1272.000,0.000,133539.950,,,,,,,
,,SI000055,04-04-2015,INR,Denso India Ltd.,,664.500,KG,,308939.340,,0.000,,,0.000,0.000,0.000,38617.000,0.000,13902.000,3476.000,0.000,364934.340,,,,,,,
,,SI000056,04-04-2015,INR,Denso India Ltd.,,248.000,KG,,115300.160,,0.000,,,0.000,0.000,0.000,14413.000,0.000,5189.000,1297.000,0.000,136199.160,,,,,,,
,,SI000057,04-04-2015,INR,Denso India Ltd.,,231.905,KG,,105266.320,,0.000,,,0.000,0.000,0.000,13158.000,0.000,4737.000,1184.000,0.000,124345.320,,,,,,,
,,SI000058,04-04-2015,INR,Denso India Ltd.,,924.355,KG,,428826.770,,0.000,,,0.000,0.000,0.000,53603.000,0.000,19297.000,4824.000,0.000,506550.770,,,,,,,
,,SI000059,04-04-2015,INR,Denso India Ltd.,,501.145,KG,,232491.190,,0.000,,,0.000,0.000,0.000,29061.000,0.000,10462.000,2616.000,0.000,274630.190,,,,,,,
,,SI000060,04-04-2015,INR,Denso India Ltd.,,998.615,KG,,462278.860,,0.000,,,0.000,0.000,0.000,57785.000,0.000,20803.000,5201.000,0.000,546067.860,,,,,,,
,,SI000061,04-04-2015,INR,Denso India Ltd.,,256.240,KG,,118874.860,,0.000,,,0.000,0.000,0.000,14859.000,0.000,5349.000,1337.000,0.000,140419.860,,,,,,,
,,SI000062,04-04-2015,INR,Denso India Ltd.,,84.595,KG,,41021.810,,0.000,,,0.000,0.000,0.000,5128.000,0.000,1846.000,461.000,0.000,48456.810,,,,,,,
,,SI000063,04-04-2015,INR,Denso India Ltd.,,655.660,KG,,299584.170,,0.000,,,0.000,0.000,0.000,37448.000,0.000,13481.000,3370.000,0.000,353883.170,,,,,,,
,,SI000065,04-04-2015,INR,C&S Electricals Ltd.,,2006.510,KG,,1087700.818,,0.000,,,0.000,0.000,0.000,176171.000,0.000,63422.000,15856.000,0.000,1284847.818,,,,,,,
,,SI000066,04-04-2015,INR,C&S Electricals Ltd.,,1960.180,KG,,1035150.947,,0.000,,,0.000,0.000,0.000,129394.000,0.000,46582.000,11646.000,0.000,1222772.947,,,,,,,
,,SI000067,04-04-2015,INR,Mandeep Cables P Ltd,,2962.000,KG,,25177.000,,0.000,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25177.000,,,,,,,
,,SI000068,04-04-2015,INR,C & S Electric Ltd.(NSEZ),,786.105,KG,,424514.489,,0.000,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,424514.489,,,,,,,
,,SI000069,04-04-2015,INR,DixonTechnologies (India) ,,33.425,KG,,20138.562,,0.000,,,0.000,453.000,0.000,2517.000,0.000,0.000,0.000,0.000,23108.562,,,,,,,
,,SI000070,04-04-2015,INR,DixonTechnologies (India) ,,645.665,KG,,336116.378,,0.000,,,0.000,7563.000,0.000,42014.000,0.000,0.000,0.000,0.000,385693.378,,,,,,,
,,SI000071,04-04-2015,INR,N.J.ELECTRONICS,,118.030,KG,,62819.107,,0.000,,,0.000,0.000,0.000,7852.000,0.000,2827.000,707.000,0.000,74205.107,,,,,,,
,,SI000072,04-04-2015,INR,Denso India Ltd.,,423.840,KG,,205528.493,,0.000,,,0.000,0.000,0.000,25691.000,0.000,9249.000,2312.000,0.000,242780.493,,,,,,,
,,SI000073,04-04-2015,INR,G K WINDING WIRES ,,127.670,KG,,63194.774,,0.000,,,0.000,0.000,0.000,7900.000,0.000,0.000,0.000,0.000,71094.774,,,,,,,
,,SI000074,04-04-2015,INR,L G Electronics India (P) ,,707.290,KG,,336528.582,,0.000,,,0.000,0.000,0.000,42066.000,0.000,15144.000,3786.000,0.000,397524.582,,,,,,,
,,SI000075,04-04-2015,INR,VICTOR COMPONENT ,,17.320,KG,,9131.624,,0.000,,,0.000,0.000,0.000,1141.000,0.000,411.000,103.000,0.000,10786.624,,,,,,,
,,SI000076,04-04-2015,INR,Kanik Electronics Pvt Ltd,,1135.955,KG,,594599.650,,0.000,,,0.000,13379.000,0.000,74325.000,0.000,0.000,0.000,0.000,682303.650,,,,,,,
,,SI000077,04-04-2015,INR,G K WINDING WIRES ,,730.135,KG,,357793.144,,0.000,,,0.000,0.000,0.000,44725.000,0.000,0.000,0.000,0.000,402518.144,,,,,,,
,,SI000078,04-04-2015,INR,G K WINDING WIRES ,,289.100,KG,,144360.266,,0.000,,,0.000,0.000,0.000,18045.000,0.000,0.000,0.000,0.000,162405.266,,,,,,,
,,SI000079,05-04-2015,INR,G K WINDING WIRES ,,883.765,KG,,230384.865,,0.000,,,0.000,0.000,0.000,28798.000,0.000,0.000,0.000,0.000,259182.865,,,,,,,
,,SI000080,05-04-2015,INR,G K WINDING WIRES ,,2542.335,KG,,1211442.530,,0.000,,,0.000,0.000,0.000,151431.000,0.000,0.000,0.000,0.000,1362873.530,,,,,,,
,,SI000081,05-04-2015,INR,G K WINDING WIRES ,,237.995,KG,,115502.214,,0.000,,,0.000,0.000,0.000,14438.000,0.000,0.000,0.000,0.000,129940.214,,,,,,,
,,SI000082,06-04-2015,INR,ONKAR ENGINE & GEN ,,1708.875,KG,,793557.800,,0.000,,,0.000,0.000,0.000,99195.000,0.000,35711.000,8927.000,0.000,937390.800,,,,,,,
,,SI000083,06-04-2015,INR,Denso India Ltd.,,84.195,KG,,38217.794,,0.000,,,0.000,0.000,0.000,4777.000,0.000,1720.000,430.000,0.000,45144.794,,,,,,,
,,SI000084,06-04-2015,INR,Denso India Ltd.,,468.905,KG,,212845.358,,0.000,,,0.000,0.000,0.000,26606.000,0.000,9578.000,2395.000,0.000,251424.358,,,,,,,
,,SI000085,06-04-2015,INR,Denso India Ltd.,,483.020,KG,,224565.658,,0.000,,,0.000,0.000,0.000,28071.000,0.000,10105.000,2526.000,0.000,265267.658,,,,,,,
,,SI000086,06-04-2015,INR,Denso India Ltd.,,349.085,KG,,162296.598,,0.000,,,0.000,0.000,0.000,20287.000,0.000,7303.000,1826.000,0.000,191712.598,,,,,,,
,,SI000087,06-04-2015,INR,Denso India Ltd.,,724.945,KG,,336316.484,,0.000,,,0.000,0.000,0.000,42040.000,0.000,15134.000,3784.000,0.000,397274.484,,,,,,,
,,SI000088,06-04-2015,INR,Denso India Ltd.,,1008.430,KG,,466822.416,,0.000,,,0.000,0.000,0.000,58353.000,0.000,21007.000,5252.000,0.000,551434.416,,,,,,,
,,SI000089,06-04-2015,INR,Denso India Ltd.,,254.150,KG,,123242.418,,0.000,,,0.000,0.000,0.000,15405.000,0.000,5546.000,1386.000,0.000,145579.418,,,,,,,
,,SI000090,06-04-2015,INR,Denso India Ltd.,,1321.400,KG,,603774.088,,0.000,,,0.000,0.000,0.000,75472.000,0.000,27170.000,6792.000,0.000,713208.088,,,,,,,
,,SI000091,06-04-2015,INR,G K WINDING WIRES ,,1278.275,KG,,628677.825,,0.000,,,0.000,0.000,0.000,78586.000,0.000,0.000,0.000,0.000,707263.825,,,,,,,
,,SI000092,06-04-2015,INR,G K WINDING WIRES ,,3930.340,KG,,1870563.624,,0.000,,,0.000,0.000,0.000,233820.000,0.000,0.000,0.000,0.000,2104383.624,,,,,,,
,,SI000093,06-04-2015,INR,C&S Electricals Ltd.,,970.195,KG,,513230.267,,0.000,,,0.000,0.000,0.000,64154.000,0.000,23095.000,5774.000,0.000,606253.267,,,,,,,
,,SI000094,06-04-2015,INR,N.J.ELECTRONICS,,296.905,KG,,152398.368,,0.000,,,0.000,0.000,0.000,19050.000,0.000,6858.000,1714.000,0.000,180020.368,,,,,,,
,,SI000095,06-04-2015,INR,Nrjee System U-II,,408.640,KG,,213722.630,,0.000,,,0.000,0.000,0.000,26715.000,0.000,9618.000,2405.000,0.000,252460.630,,,,,,,
,,SI000096,06-04-2015,INR,L G Electronics India (P) ,,742.720,KG,,353386.176,,0.000,,,0.000,0.000,0.000,44173.000,0.000,15902.000,3976.000,0.000,417437.176,,,,,,,
,,SI000098,06-04-2015,INR,DixonTechnologies (India) ,,658.045,KG,,356933.580,,0.000,,,0.000,8030.000,0.000,44616.000,0.000,0.000,0.000,0.000,409579.580,,,,,,,
,,SI000099,06-04-2015,INR,G K WINDING WIRES ,,3727.610,KG,,1772535.468,,0.000,,,0.000,0.000,0.000,221568.000,0.000,0.000,0.000,0.000,1994103.468,,,,,,,
,,SI000100,06-04-2015,INR,G K WINDING WIRES ,,2624.760,KG,,1272605.621,,0.000,,,0.000,0.000,0.000,159075.000,0.000,0.000,0.000,0.000,1431680.621,,,,,,,
,,SI000101,06-04-2015,INR,G K WINDING WIRES ,,635.680,KG,,186793.965,,0.000,,,0.000,0.000,0.000,23350.000,0.000,0.000,0.000,0.000,210143.965,,,,,,,
,,SI000102,07-04-2015,INR,G K WINDING WIRES ,,1225.440,KG,,598514.892,,0.000,,,0.000,0.000,0.000,74814.000,0.000,0.000,0.000,0.000,673328.892,,,,,,,
,,SI000104,07-04-2015,INR,Denso India Ltd.,,79.730,KG,,36191.042,,0.000,,,0.000,0.000,0.000,4524.000,0.000,1629.000,407.000,0.000,42751.042,,,,,,,
,,SI000105,07-04-2015,INR,Denso India Ltd.,,308.810,KG,,140175.035,,0.000,,,0.000,0.000,0.000,17522.000,0.000,6308.000,1577.000,0.000,165582.035,,,,,,,
,,SI000106,07-04-2015,INR,Denso India Ltd.,,81.545,KG,,37911.901,,0.000,,,0.000,0.000,0.000,4739.000,0.000,1706.000,427.000,0.000,44783.901,,,,,,,
,,SI000107,07-04-2015,INR,Denso India Ltd.,,405.690,KG,,188613.395,,0.000,,,0.000,0.000,0.000,23577.000,0.000,8488.000,2122.000,0.000,222800.395,,,,,,,
,,SI000108,07-04-2015,INR,Denso India Ltd.,,722.690,KG,,335993.035,,0.000,,,0.000,0.000,0.000,41999.000,0.000,15120.000,3780.000,0.000,396892.035,,,,,,,
,,SI000109,07-04-2015,INR,Denso India Ltd.,,327.480,KG,,152252.002,,0.000,,,0.000,0.000,0.000,19032.000,0.000,6851.000,1713.000,0.000,179848.002,,,,,,,
,,SI000110,07-04-2015,INR,Denso India Ltd.,,177.545,KG,,80591.226,,0.000,,,0.000,0.000,0.000,10074.000,0.000,3627.000,907.000,0.000,95199.226,,,,,,,
,,SI000111,07-04-2015,INR,Denso India Ltd.,,746.095,KG,,346128.392,,0.000,,,0.000,0.000,0.000,43266.000,0.000,15576.000,3894.000,0.000,408864.392,,,,,,,
,,SI000112,07-04-2015,INR,Denso India Ltd.,,495.310,KG,,229784.215,,0.000,,,0.000,0.000,0.000,28723.000,0.000,10340.000,2585.000,0.000,271432.215,,,,,,,
,,SI000113,07-04-2015,INR,Denso India Ltd.,,492.040,KG,,227775.157,,0.000,,,0.000,0.000,0.000,28472.000,0.000,10250.000,2562.000,0.000,269059.157,,,,,,,
,,SI000114,07-04-2015,INR,Denso India Ltd.,,296.350,KG,,137482.692,,0.000,,,0.000,0.000,0.000,17185.000,0.000,6187.000,1547.000,0.000,162401.692,,,,,,,
,,SI000115,07-04-2015,INR,Denso India Ltd.,,170.000,KG,,82436.400,,0.000,,,0.000,0.000,0.000,10305.000,0.000,3710.000,927.000,0.000,97378.400,,,,,,,
,,SI000116,07-04-2015,INR,Denso India Ltd.,,454.100,KG,,207487.372,,0.000,,,0.000,0.000,0.000,25936.000,0.000,9337.000,2334.000,0.000,245094.372,,,,,,,
,,SI000117,07-04-2015,INR,India Nippon Electrical Ltd ( ,,962.430,KG,,467789.102,,429292.000,,962.000,0.000,0.000,0.000,58474.000,0.000,0.000,0.000,0.000,97933.102,,,,,,,
,,SI000118,07-04-2015,INR,India Nippon Electrical Ltd ( ,,2840.505,KG,,1347109.496,,1233489.000,,2840.000,0.000,0.000,0.000,168389.000,0.000,0.000,0.000,0.000,284849.496,,,,,,,
,,SI000120,07-04-2015,INR,DixonTechnologies (India) ,,71.120,KG,,49942.598,,0.000,,,0.000,1124.000,0.000,6243.000,0.000,0.000,0.000,0.000,57309.598,,,,,,,
,,SI000121,07-04-2015,INR,DixonTechnologies (India) ,,299.765,KG,,155065.437,,0.000,,,0.000,3489.000,0.000,19383.000,0.000,0.000,0.000,0.000,177937.437,,,,,,,
,,SI000122,07-04-2015,INR,Kanik Electronics Pvt Ltd,,1138.270,KG,,581273.058,,0.000,,,0.000,13079.000,0.000,72659.000,0.000,0.000,0.000,0.000,667011.058,,,,,,,
,,SI000123,07-04-2015,INR,Elin Electronics Ltd,,521.675,KG,,268360.062,,0.000,,,0.000,0.000,0.000,33545.000,0.000,12076.000,3019.000,0.000,317000.062,,,,,,,
,,SI000124,07-04-2015,INR,G K WINDING WIRES ,,2016.515,KG,,960864.016,,0.000,,,0.000,0.000,0.000,120108.000,0.000,0.000,0.000,0.000,1080972.016,,,,,,,
,,SI000125,07-04-2015,INR,G K WINDING WIRES ,,802.520,KG,,208702.983,,0.000,,,0.000,0.000,0.000,26088.000,0.000,0.000,0.000,0.000,234790.983,,,,,,,
,,SI000126,08-04-2015,INR,Denso India Ltd.,,161.205,KG,,73174.174,,0.000,,,0.000,0.000,0.000,9147.000,0.000,3293.000,823.000,0.000,86437.174,,,,,,,
,,SI000127,08-04-2015,INR,Denso India Ltd.,,465.660,KG,,211372.387,,0.000,,,0.000,0.000,0.000,26422.000,0.000,9512.000,2378.000,0.000,249684.387,,,,,,,
,,SI000128,08-04-2015,INR,Denso India Ltd.,,81.505,KG,,37893.305,,0.000,,,0.000,0.000,0.000,4737.000,0.000,1705.000,426.000,0.000,44761.305,,,,,,,
,,SI000129,08-04-2015,INR,Denso India Ltd.,,324.125,KG,,150692.195,,0.000,,,0.000,0.000,0.000,18837.000,0.000,6781.000,1695.000,0.000,178005.195,,,,,,,
,,SI000130,08-04-2015,INR,Denso India Ltd.,,641.720,KG,,298348.462,,0.000,,,0.000,0.000,0.000,37294.000,0.000,13426.000,3356.000,0.000,352424.462,,,,,,,
,,SI000131,08-04-2015,INR,Denso India Ltd.,,127.725,KG,,59381.907,,0.000,,,0.000,0.000,0.000,7423.000,0.000,2672.000,668.000,0.000,70144.907,,,,,,,
,,SI000132,08-04-2015,INR,Denso India Ltd.,,236.380,KG,,107297.610,,0.000,,,0.000,0.000,0.000,13412.000,0.000,4828.000,1207.000,0.000,126744.610,,,,,,,
,,SI000133,08-04-2015,INR,Denso India Ltd.,,1099.045,KG,,509868.956,,0.000,,,0.000,0.000,0.000,63734.000,0.000,22944.000,5736.000,0.000,602282.956,,,,,,,
,,SI000134,08-04-2015,INR,Denso India Ltd.,,195.320,KG,,90612.854,,0.000,,,0.000,0.000,0.000,11327.000,0.000,4078.000,1019.000,0.000,107036.854,,,,,,,
,,SI000135,08-04-2015,INR,Denso India Ltd.,,85.670,KG,,41543.096,,0.000,,,0.000,0.000,0.000,5193.000,0.000,1869.000,467.000,0.000,49072.096,,,,,,,
,,SI000136,08-04-2015,INR,Denso India Ltd.,,516.560,KG,,236026.595,,0.000,,,0.000,0.000,0.000,29503.000,0.000,10621.000,2655.000,0.000,278805.595,,,,,,,
,,SI000137,08-04-2015,INR,L G Electronics India (P) ,,1463.155,KG,,706118.603,,0.000,,,0.000,0.000,0.000,88265.000,0.000,31775.000,7944.000,0.000,834102.603,,,,,,,
,,SI000138,08-04-2015,INR,C&S Electricals Ltd.,,280.075,KG,,146935.222,,0.000,,,0.000,0.000,0.000,18367.000,0.000,6612.000,1653.000,0.000,173567.222,,,,,,,
,,SI000139,08-04-2015,INR,C&S Electricals Ltd.,,103.875,KG,,55914.874,,0.000,,,0.000,0.000,0.000,6989.000,0.000,2516.000,629.000,0.000,66048.874,,,,,,,
,,SI000140,08-04-2015,INR,DixonTechnologies (India) ,,109.540,KG,,76922.274,,0.000,,,0.000,1731.000,0.000,9615.000,0.000,0.000,0.000,0.000,88268.274,,,,,,,
,,SI000141,08-04-2015,INR,DixonTechnologies (India) ,,496.675,KG,,254938.311,,0.000,,,0.000,5736.000,0.000,31867.000,0.000,0.000,0.000,0.000,292541.311,,,,,,,
,,SI000142,08-04-2015,INR,ONKAR ENGINE & GEN ,,660.145,KG,,306333.686,,0.000,,,0.000,0.000,0.000,38292.000,0.000,13785.000,3446.000,0.000,361856.686,,,,,,,
,,SI000143,08-04-2015,INR,Orient Electric,,17.785,KG,,8381.893,,0.000,,,0.000,189.000,0.000,1048.000,0.000,0.000,0.000,0.000,9618.893,,,,,,,
,,SI000144,08-04-2015,INR,L G Electronics India (P) ,,962.720,KG,,464608.672,,0.000,,,0.000,0.000,0.000,58076.000,0.000,20907.000,5227.000,0.000,548818.672,,,,,,,
,,SI000145,08-04-2015,INR,L G Electronics India (P) ,,1209.515,KG,,583711.939,,0.000,,,0.000,0.000,0.000,72964.000,0.000,26267.000,6567.000,0.000,689509.939,,,,,,,
,,SI000147,08-04-2015,INR,PREETHI KITCHEN ,,1293.660,KG,,356556.144,,0.000,,,0.000,8023.000,0.000,44569.000,0.000,0.000,0.000,0.000,409148.144,,,,,,,
,,SI000148,08-04-2015,INR,LUMINOUS POWER ,,298.270,KG,,68005.560,,0.000,,,0.000,1530.000,0.000,8501.000,0.000,0.000,0.000,0.000,78036.560,,,,,,,
